precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
7,BOTOŞANI,"SCOALA MIHALASENI",314,MIHĂLĂŞENI,38241,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:21",1703,1684,0,3,16,374,355,0,3,16,364,10,1862,1488,138,220,6
7,BOTOŞANI,"SCOALA NASTASE",315,MIHĂLĂŞENI,38241,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:00:59",343,326,0,2,15,201,184,0,2,15,195,6,400,199,25,146,24
7,BOTOŞANI,"SCOALA NEGRESTI",316,MIHĂLĂŞENI,38241,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 09:02:58",390,368,0,2,20,245,223,0,2,20,236,9,400,155,45,170,21
7,BOTOŞANI,"SCOALA SARATA",317,MIHĂLĂŞENI,38241,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:55",420,400,0,3,17,264,244,0,3,17,259,5,500,236,55,197,7
