precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ANGHEL VASILE-voturi"
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL LUŢCA",405,SAGNA,124153,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:47:46",388,382,0,6,0,202,196,0,6,0,190,12,400,198,84,38,49,15,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",404,SAGNA,124153,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:35:02",1542,1536,1,2,3,726,721,0,2,3,697,29,1700,974,216,36,363,56,26
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",403,SAGNA,124153,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:30:16",1695,1686,1,2,6,761,753,0,2,6,741,20,1900,1139,175,29,440,81,16
29,NEAMŢ,"ŞCOALA PRIMARĂ VULPĂŞEŞTI",406,SAGNA,124153,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:21:07",678,667,0,7,4,322,311,0,7,4,312,10,700,378,115,10,127,52,8
