precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COVRIG PETRUŢA-BIANCA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHEREŞ GABRIEL-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BENDRIŞ EMIL-PARTIDUL SOCIAL DEMOCRAT-voturi"
28,MUREŞ,"CĂMINUL CULTURAL VĂTAVA",553,VĂTAVA,120138,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:39",632,611,0,8,13,425,404,0,8,13,405,20,690,265,114,27,264
28,MUREŞ,"ȘCOALA ”MIHAI TOMSA” RÎPA DE JOS",555,VĂTAVA,120138,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:11",355,334,0,11,10,261,240,0,11,10,249,12,370,109,97,39,113
28,MUREŞ,"ȘCOALA PRIMARĂ DUMBRAVA",554,VĂTAVA,120138,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:16:30",509,489,0,3,17,368,348,0,3,17,359,9,540,172,88,3,268
