precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LĂPĂDAT VALER-NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","CURCEAN ALEXANDRU-BAZIL-PARTIDUL NAȚIONAL LIBERAL-voturi"
34,SIBIU,"CĂMINUL CULTURAL ALMA",219,ALMA,146012,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:51",665,637,4,9,15,475,448,3,9,15,470,5,700,225,344,126
34,SIBIU,"CĂMINUL CULTURAL GIACĂŞ",220,ALMA,146012,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:45:00",188,176,0,8,4,149,137,0,8,4,132,5,193,56,69,63
34,SIBIU,"CĂMINUL CULTURAL ŞMIG",221,ALMA,146012,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:52",738,715,0,4,19,590,567,0,4,19,583,7,790,200,63,520
