precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZAHARIA ROXANA-GEORGIANA-UNIUNEA SALVAȚI ROMÂNIA-voturi","FLENCHEA VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PRISECARU IULIAN-CODRIN-PARTIDUL NAȚIONAL LIBERAL-voturi","PANAITE MARIUS-MIRCEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEFAN CONSTANTIN-GABRIEL-PARTIDUL ECOLOGIST ROMÂN-voturi","PUŞCAŞU ŞTEFAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENI",356,GÂRLENI,22781,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:42:02",1080,1079,1,0,0,535,534,1,0,0,513,22,1200,665,133,59,87,20,178,36
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENI",357,GÂRLENI,22781,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:17",1002,1000,0,1,1,480,478,0,1,1,473,7,1100,620,87,52,97,19,148,70
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENII DE SUS",355,GÂRLENI,22781,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:16:12",1581,1572,2,3,4,677,670,0,3,4,666,11,1700,1023,101,85,120,106,56,198
4,BACĂU,"ŞCOALA CU CL.I-VIII LESPEZI",358,GÂRLENI,22781,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:00",837,832,1,0,4,371,367,0,0,4,349,21,900,529,34,79,78,28,16,114
4,BACĂU,"ŞCOALA CU CL.I-VIII LESPEZI",359,GÂRLENI,22781,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:13",1320,1318,2,0,0,583,583,0,0,0,564,19,1400,817,57,132,94,25,34,222
