precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL DRĂGANU",344,DRĂGANU,16506,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:08:24",748,732,1,14,1,472,457,0,14,1,461,11,800,328,335,32,76,14,4
3,ARGEŞ,"ŞCOALA DUMBRĂVEŞTI",345,DRĂGANU,16506,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:11",406,401,0,5,0,263,258,0,5,0,256,7,460,197,155,10,62,6,23
3,ARGEŞ,"ŞCOALA PRISLOP",346,DRĂGANU,16506,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:22",524,523,0,1,0,314,313,0,1,0,308,6,577,263,189,30,69,15,5
