precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"CAMIN CULTURAL CALIENII-VECHI",224,NĂNEŞTI,176855,4,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:41:31",514,477,0,7,30,269,232,0,7,30,252,17,562,293,29,166,57
41,VRANCEA,"CAMIN CULTURAL NANESTI",222,NĂNEŞTI,176855,4,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:21:32",984,928,0,6,50,571,515,0,6,50,551,20,1077,506,43,192,316
41,VRANCEA,"SCOALA CALIENII-NOI",223,NĂNEŞTI,176855,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:34:29",268,251,0,6,11,151,134,0,6,11,146,5,285,134,32,52,62
