precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GAZDA MARIUS-ROBERT-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPOIU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","COST DAN-MIHAIL-PARTIDUL SOCIAL DEMOCRAT-voturi"
35,SUCEAVA,"CENTRU DE SERVICII SOCIALE INTEGRATE MĂNĂSTIOARA",189,"ORAŞ SIRET",146655,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:55:17",456,447,0,7,2,213,204,0,7,2,208,5,500,287,17,122,69
35,SUCEAVA,"CENTRU DE TINERET",184,"ORAŞ SIRET",146655,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:51:44",1223,1213,3,4,3,508,501,0,4,3,495,13,1400,892,25,328,142
35,SUCEAVA,"CENTRUL CULTURAL ”MIHAI TELIMAN”",182,"ORAŞ SIRET",146655,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:13:01",1280,1243,1,6,30,638,603,0,6,29,606,32,1432,794,46,378,182
35,SUCEAVA,"CENTRU RECREATIV, CARTIER PĂDURENI",188,"ORAŞ SIRET",146655,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:46",446,435,0,10,1,222,211,0,10,1,217,5,500,278,14,152,51
35,SUCEAVA,"COLEGIUL LATCU VODA",183,"ORAŞ SIRET",146655,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:15:57",1388,1379,0,7,2,652,643,0,7,2,632,20,1500,848,46,401,185
35,SUCEAVA,"COLEGIUL LAȚCU VODĂ ȘCOALA PROFESIONALĂ",185,"ORAŞ SIRET",146655,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:03",721,710,0,10,1,287,276,0,10,1,282,5,800,513,16,170,96
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ PETRU MUȘAT CORP C",186,"ORAŞ SIRET",146655,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:42",1047,1042,5,0,0,501,499,2,0,0,492,9,1100,599,22,334,136
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ PETRU MUȘAT CORP I",187,"ORAŞ SIRET",146655,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:53:40",1392,1382,2,2,6,648,639,1,2,6,621,27,1500,852,62,426,133
