precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi"
24,IAŞI,"SAT .ZAGAVIA ,CU SEDIUL LA SCOALA ZAGAVIA",662,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:57",949,940,0,9,0,437,428,0,9,0,400,37,1000,563,263,50,46,3,19,14,5,0,0
24,IAŞI,"SCAOALA VALEA LUNGA",506,HOLBOCA,95159,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:14",297,288,1,8,0,143,135,0,8,0,139,4,400,257,79,28,15,3,2,6,1,3,2
24,IAŞI,"SC. GIMNAZIALA GROZESTI",483,GROZEŞTI,97394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:37",943,888,0,5,50,504,449,0,5,50,470,34,1000,496,184,47,219,10,3,3,2,2,0
24,IAŞI,"SCOALA BELCEŞTI",344,BELCEŞTI,95872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:26",989,977,4,8,0,434,429,0,5,0,402,32,1100,666,77,41,212,1,12,48,10,0,1
24,IAŞI,"SCOALA BELCEŞTI",345,BELCEŞTI,95872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:17",1276,1274,1,1,0,525,524,0,1,0,496,29,1400,875,88,41,303,3,13,39,5,3,1
24,IAŞI,"SCOALA BLAGESTI",284,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:10",1113,1107,1,5,0,504,499,0,5,0,478,24,1200,696,141,47,215,1,22,28,3,21,0
24,IAŞI,"SCOALA BOSTENI",285,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:26",1264,1260,0,4,0,591,587,0,4,0,569,0,1400,790,216,47,149,5,22,25,2,103,0
24,IAŞI,"ŞCOALA BRĂDICEŞTI",440,DOLHEŞTI,96904,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:25",724,698,0,5,21,393,367,0,5,21,364,29,800,407,247,13,84,0,1,8,6,1,4
24,IAŞI,"SCOALA CIRJOAIA",407,COTNARI,96478,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:04",1306,1304,0,2,0,523,521,0,2,0,481,42,1400,877,132,79,235,1,11,18,5,0,0
24,IAŞI,"SCOALA CLASELE I-IV COMARNA II",393,COMARNA,96370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:12",1048,1023,0,6,19,396,371,0,6,19,381,15,1100,704,252,12,100,3,2,9,2,0,1
24,IAŞI,"SCOALA CLASELE I-VII COMARNA I-CORP C2",392,COMARNA,96370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:59",793,775,0,12,6,158,140,0,12,6,146,12,900,742,83,13,37,2,5,2,4,0,0
24,IAŞI,"ŞCOALA COSIŢENI",307,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:56",276,271,0,5,0,131,126,0,5,0,120,11,300,169,70,16,21,2,2,9,0,0,0
24,IAŞI,"SCOALA CU CLASELE I-IV",358,BRĂEŞTI,96058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:07",212,203,0,7,2,112,103,0,7,2,104,8,212,100,8,5,84,0,2,5,0,0,0
24,IAŞI,"SCOALA CU CLASELE I-IV",504,HOLBOCA,95159,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:36:46",352,344,1,7,0,174,167,0,7,0,167,7,400,226,84,37,18,2,11,10,1,4,0
24,IAŞI,"SCOALA CU CLASELE I-IV ALEXANDRU CEL BUN",771,VLĂDENI,100148,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:28",394,389,0,5,0,210,205,0,5,0,191,19,400,189,90,13,72,2,5,6,0,2,1
24,IAŞI,"SCOALA CU CLASELE I-IV BRĂTULENI",547,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:39",342,335,0,7,0,173,166,0,7,0,166,7,400,227,83,38,18,1,8,13,0,0,5
24,IAŞI,"SCOALA CU CLASELE I-IV BROSTENI",773,VLĂDENI,100148,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:00",305,299,0,6,0,166,160,0,6,0,159,7,400,234,74,14,63,1,1,4,1,1,0
24,IAŞI,"SCOALA CU CLASELE I-IV GURA-BIDILITEI",760,VÂNĂTORI,100086,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:28",488,475,0,13,0,253,240,0,13,0,237,16,500,247,92,16,117,0,6,4,0,2,0
24,IAŞI,"SCOALA CU CLASELE I-IV IACOBENI",774,VLĂDENI,100148,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:27",178,169,0,9,0,90,81,0,9,0,80,10,200,110,26,7,41,2,2,2,0,0,0
24,IAŞI,"SCOALA CU CLASELE I-IV SALA 1",672,STOLNICENI-PRĂJESCU,99165,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:25",796,778,0,18,0,460,442,0,18,0,428,32,800,340,169,37,195,3,18,4,0,1,1
24,IAŞI,"ŞCOALA CU CLASELE I - IV SOLONEŢ",354,BIVOLARI,95943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:43",439,434,0,5,0,192,187,0,5,0,181,11,500,308,53,13,93,0,4,13,2,0,3
24,IAŞI,"SCOALA CU CLASELE I-VIII BORSA",772,VLĂDENI,100148,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:04",656,652,0,4,0,318,314,0,4,0,302,16,700,382,101,21,151,0,9,16,2,0,2
24,IAŞI,"ȘCOALA CU CLASELE I-VIII CRIVEȘTI",759,VÂNĂTORI,100086,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:23",1216,1185,0,19,12,662,631,0,19,12,616,46,1300,638,197,82,304,4,17,10,1,1,0
24,IAŞI,"SCOALA CU CLASELE I-VIII NR.1 TODIRESTI CORP A",699,TODIREŞTI,99539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:25",994,987,0,2,5,477,470,0,2,5,439,38,1100,623,242,34,101,4,23,31,1,3,0
24,IAŞI,"ȘCOALA CU CLASELE I-VIII NR.1 TODIREȘTI CORP A",701,TODIREŞTI,99539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:57",1200,1190,0,4,6,566,556,0,4,6,528,38,1300,734,315,37,104,3,16,48,1,3,1
24,IAŞI,"SCOALA CU CLASELE I-VIII SALA NR.1",673,STOLNICENI-PRĂJESCU,99165,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:24",501,497,0,4,0,294,290,0,4,0,278,16,600,306,51,44,158,3,3,14,0,5,0
24,IAŞI,"SCOALA CUCOVA",679,STRUNGA,99209,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:22",143,130,0,9,4,143,130,0,9,4,72,3,200,125,17,6,43,0,3,3,0,0,0
24,IAŞI,"ŞCOALA CURAGĂU",395,COMARNA,96370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:22",131,124,0,7,0,83,76,0,7,0,77,5,200,117,20,4,46,1,1,3,2,0,0
24,IAŞI,"ŞCOALA FRĂSULENI",765,VICTORIA,100004,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:02",324,313,0,6,5,186,175,0,6,5,175,11,400,214,60,24,59,1,13,14,0,2,2
24,IAŞI,"ŞCOALA FRĂSULENI",766,VICTORIA,100004,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:27",256,245,0,9,2,128,117,0,9,2,115,13,300,172,56,6,41,0,8,0,2,2,0
24,IAŞI,"ŞCOALA FRENCIUGI",443,DRĂGUŞENI,100308,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:05",424,415,0,5,4,227,218,0,5,4,214,13,500,273,100,27,64,5,7,9,1,0,1
24,IAŞI,"SCOALA GĂNEŞTI",513,"ION NECULCE",95499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:32",623,617,0,4,2,305,299,0,4,2,277,28,700,395,47,32,155,4,20,13,3,3,0
24,IAŞI,"ŞCOALA GENERALĂ",668,SIREŢEL,99101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:14",1091,1087,0,4,0,559,555,0,4,0,512,47,1200,641,104,81,288,1,15,13,1,9,0
24,IAŞI,"ŞCOALA GENERALĂ",667,SIREŢEL,99101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:51",995,992,0,3,0,497,494,0,3,0,479,18,1100,603,92,80,272,18,7,3,6,1,0
24,IAŞI,"SCOALA GENERALA BIRLESTI",451,ERBICENI,97009,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:55",624,621,0,3,0,342,339,0,3,0,323,19,700,358,180,24,94,0,6,7,9,2,1
24,IAŞI,"SCOALA GENERALA BOHOTIN",617,RĂDUCĂNENI,98685,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:12",1266,1257,0,5,4,509,500,0,5,4,467,42,1400,891,96,102,203,1,19,29,5,4,8
24,IAŞI,"SCOALA GENERALĂ CĂUESTI",684,ŞCHEIA,99290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:43",419,415,0,4,0,216,212,0,4,0,199,17,500,284,55,32,78,0,2,29,1,2,0
24,IAŞI,"SCOALA GENERALĂ CIOCA-BOCA",685,ŞCHEIA,99290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:17",437,428,0,9,0,232,223,0,9,0,203,29,500,268,87,10,95,1,0,9,1,0,0
24,IAŞI,"SCOALA GENERALA CIRNICENI",737,ŢIGĂNAŞI,99879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:05",1281,1275,1,5,0,641,636,0,5,0,596,45,1400,759,157,51,340,4,14,21,2,4,3
24,IAŞI,"ŞCOALA GENERALĂ CRISTEŞTI",359,BRĂEŞTI,96058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:17",822,780,0,15,27,455,413,0,15,27,430,25,900,445,24,50,276,4,16,54,2,2,2
24,IAŞI,"SCOALA GENERALA ” DIMITRIE STURDZA ”POPESTI",588,POPEŞTI,98435,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:13:13",933,911,1,12,9,505,484,0,12,9,472,31,999,496,171,152,85,5,18,19,6,13,3
24,IAŞI,"SCOALA GENERALA ”DIMITRIE STURDZA”POPESTI",589,POPEŞTI,98435,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:19:52",916,895,2,6,13,533,514,0,6,13,492,34,1000,474,137,176,111,4,30,19,2,12,1
24,IAŞI,"SCOALA GENERALA ERBICENI CORP CLADIRE",449,ERBICENI,97009,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:03",943,930,0,5,8,510,497,0,5,8,467,35,1000,498,251,32,159,0,8,9,3,2,3
24,IAŞI,"SCOALA GENERALA ERBICENI CORP CLADIRE",450,ERBICENI,97009,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:02",1057,1045,0,1,11,550,538,0,1,11,519,29,1100,552,270,38,177,1,13,16,1,1,2
24,IAŞI,"SCOALA GENERALA GARABET IBRAILEANU",312,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:49:30",1243,1233,1,8,1,483,474,0,8,1,462,21,1300,817,182,68,151,9,15,27,6,2,2
24,IAŞI,"SCOALA GENERALA GARABET IBRAILEANU",313,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:54",1049,1043,0,6,0,483,477,0,6,0,463,20,1100,617,202,45,163,3,17,17,4,8,4
24,IAŞI,"ŞCOALA GENERALĂ HUMOSU",669,SIREŢEL,99101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:04",653,645,0,7,1,382,374,0,7,1,330,52,700,318,27,20,275,0,5,1,2,0,0
24,IAŞI,"SCOALA GENERALA ION CREANGA",311,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:51",843,830,0,11,2,339,326,0,11,2,322,17,900,561,90,35,158,5,7,20,2,2,3
24,IAŞI,"SCOALA GENERALA ION CREANGA",310,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:08",1575,1552,2,7,14,751,729,1,7,14,716,35,1600,849,354,93,209,6,19,21,5,7,2
24,IAŞI,"ŞCOALA GENERALĂ ISAIIA",618,RĂDUCĂNENI,98685,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:39",106,98,0,8,0,106,98,0,8,0,95,11,300,194,29,14,44,0,3,3,0,1,1
24,IAŞI,"SCOALA GENERALA LUNCASI",488,HĂLĂUCEŞTI,97438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:09",766,751,1,2,12,306,295,0,2,9,292,14,800,494,146,57,32,1,28,24,2,1,1
24,IAŞI,"SCOALA GENERALĂ MĂNĂSTIREA",426,DAGÂŢA,96717,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:42",853,843,0,0,10,398,388,0,0,10,362,36,900,502,171,46,121,0,12,10,2,0,0
24,IAŞI,"SCOALA GENERALA MIHAIL KOGALNICEANU",738,ŢIGĂNAŞI,99879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:46",1152,1150,0,1,1,509,507,0,1,1,470,39,1300,791,43,73,328,1,12,7,2,0,4
24,IAŞI,"ŞCOALA GENERALĂ NR.1 MOLDOVENI",437,DOBROVĂŢ,96888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:36",1056,1010,2,7,37,562,518,0,7,37,496,66,1200,638,102,63,276,3,21,24,2,4,1
24,IAŞI,"SCOALA GENERALA NR. 1. SAT.COARNELE CAPREI",388,"COARNELE CAPREI",96334,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:51",778,707,0,10,61,517,446,0,10,61,495,22,800,283,286,21,171,2,5,9,1,0,0
24,IAŞI,"SCOALA GENERALA NR.1. SAT.COARNELE CAPREI",387,"COARNELE CAPREI",96334,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:47",1017,943,0,25,49,672,598,0,25,49,640,32,1000,328,375,36,203,0,9,12,1,0,4
24,IAŞI,"ŞCOALA GENERALA RADUCANENI",615,RĂDUCĂNENI,98685,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:05",1305,1296,0,1,8,514,505,0,1,8,488,26,1400,886,157,29,251,1,4,35,0,5,6
24,IAŞI,"ȘCOALA GENERALĂ RĂDUCĂNENI",614,RĂDUCĂNENI,98685,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:24",1519,1500,0,5,14,535,516,0,5,14,494,41,1600,1065,186,32,220,0,12,39,2,2,1
24,IAŞI,"ȘCOALA GENERALĂ RĂDUCĂNENI",613,RĂDUCĂNENI,98685,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:23",1243,1228,0,2,13,502,487,0,2,13,466,26,1400,898,159,33,207,0,10,53,2,1,1
24,IAŞI,"ŞCOALA GENERALA SAT. ARAMA",389,"COARNELE CAPREI",96334,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:02",540,501,0,15,24,368,329,0,15,24,342,26,500,132,207,7,108,0,6,10,0,1,3
24,IAŞI,"ŞCOALA GENERALA SAT. PETROSICA",390,"COARNELE CAPREI",96334,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:48",64,58,0,5,1,41,35,0,5,1,41,0,99,58,32,0,7,0,0,2,0,0,0
24,IAŞI,"SCOALA GENERALĂ SATU-NOU",687,ŞCHEIA,99290,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:26",290,283,0,7,0,143,136,0,7,0,137,6,300,157,37,16,74,2,1,6,0,0,1
24,IAŞI,"ŞCOALA GENERALĂ SLOBOZIA",670,SIREŢEL,99101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:52",694,685,0,5,4,426,417,0,5,4,402,24,700,274,54,52,282,0,5,4,0,5,0
24,IAŞI,"SCOALA GENERALA TOTOESTI",454,ERBICENI,97009,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:52",1345,1339,0,5,1,693,687,0,5,1,633,54,1486,799,284,66,226,5,26,12,11,0,3
24,IAŞI,"SCOALA GIMNAZIALA",464,GORBAN,97189,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:17",645,625,0,12,8,326,306,0,12,8,292,21,700,370,112,27,112,9,10,17,2,1,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ” ALECU RUSSO”",215,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:15",963,960,0,3,0,437,434,0,3,0,423,14,1100,663,106,44,92,7,30,100,1,5,38
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",214,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:28",1122,1116,0,6,0,304,298,0,6,0,287,11,1200,902,75,32,55,21,11,62,0,5,26
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",213,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:09",1188,1181,1,6,0,505,499,0,6,0,495,10,1300,795,107,61,130,9,14,108,7,6,53
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",210,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:05",1053,1043,1,9,0,435,426,0,9,0,421,14,1200,765,81,63,79,9,22,105,8,3,51
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",211,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:40",1147,1143,0,4,0,518,514,0,4,0,504,14,1300,782,138,72,106,15,22,100,6,11,34
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",212,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:09",1271,1261,4,6,0,462,456,0,6,0,452,10,1400,938,114,56,69,16,30,119,2,7,39
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",87,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:01",1211,1202,1,8,0,537,529,0,8,0,528,9,1300,760,106,72,133,18,32,112,13,4,38
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",85,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:29",999,995,0,4,0,373,373,0,0,0,357,16,1100,724,83,51,85,11,17,68,6,6,30
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",88,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:39",1144,1135,3,6,0,390,384,0,6,0,371,19,1300,910,97,55,74,14,16,87,3,10,15
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",86,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:24",1175,1171,1,3,0,517,514,0,3,0,503,14,1300,783,125,51,125,11,10,106,12,14,49
24,IAŞI,"ŞCOALA GIMNAZIALĂ ALEXENI",718,ŢIBANA,99673,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:04",622,620,0,2,0,224,222,0,2,0,197,27,700,476,40,24,115,1,9,5,2,0,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ AL. I. CUZA",299,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:54",717,710,2,2,3,251,246,0,2,3,246,5,800,549,157,29,32,2,12,5,1,6,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ AL. I. CUZA",301,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:51",897,894,0,2,1,403,400,0,2,1,387,16,1000,597,272,32,46,4,14,10,2,5,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ AL. I. CUZA",300,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:25",1133,1126,2,1,4,449,445,0,1,3,398,51,1200,751,293,38,50,0,7,2,3,5,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ AL. I. CUZA",302,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:01",1019,1009,1,2,7,499,490,0,2,7,480,19,1100,601,344,50,48,5,11,13,0,7,2
24,IAŞI,"ȘCOALA GIMNAZIALĂ AL.I. CUZA",303,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:13",1616,1603,0,2,11,569,567,0,2,0,547,22,1800,1218,347,45,80,12,20,33,1,6,3
24,IAŞI,"ȘCOALA GIMNAZIALĂ AL.I.CUZA",304,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:19",1167,1155,1,3,8,546,535,0,3,8,525,21,1300,754,354,57,63,2,19,21,3,3,3
24,IAŞI,"ȘCOALA GIMNAZIALĂ ARON-VODA DIN SAT ARONEANU",325,ARONEANU,95747,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:54",1803,1760,6,21,16,1129,1090,2,21,16,1088,41,1900,771,497,123,140,14,41,215,25,13,20
24,IAŞI,"ȘCOALA GIMNAZIALĂ ARON-VODĂ DIN SAT DOROBANȚ",326,ARONEANU,95747,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:44",1278,1258,1,5,14,691,672,0,5,14,662,29,1400,709,301,96,69,26,131,16,13,10,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ ARON-VODĂ DIN SAT REDIU ALDEI",327,ARONEANU,95747,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:33",401,379,0,8,14,278,256,0,8,14,263,15,400,122,203,15,18,4,9,11,2,0,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ ”AXINTE URICARIUL” SCÂNTEIA, CORP A",638,SCÂNTEIA,98916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:03",1613,1612,0,1,0,143,142,0,1,0,135,8,1800,1657,57,31,28,2,3,14,0,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ ”AXINTE URICARIUL” SCÂNTEIA, CORP A",640,SCÂNTEIA,98916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:31",1633,1630,0,3,0,131,128,0,3,0,126,5,1800,1669,56,29,19,2,6,6,7,1,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ ”AXINTE URICARIUL” SCÂNTEIA, CORP A",639,SCÂNTEIA,98916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:29",1637,1635,0,2,0,131,129,0,2,0,126,5,197,66,55,22,23,2,3,16,1,0,4
24,IAŞI,"ȘCOALA GIMNAZIALĂ ”AXINTE URICARIUL” SCÂNTEIA, CORP A",637,SCÂNTEIA,98916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:52",1611,1606,1,2,2,229,225,0,2,2,216,13,1800,1571,99,16,53,2,5,38,0,2,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ BĂLUȘEȘTI",424,DAGÂŢA,96717,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:39",152,146,0,6,0,91,85,0,6,0,85,6,200,109,42,7,32,0,2,0,2,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ BIVOLARI CORP A",352,BIVOLARI,95943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:13",883,876,0,0,7,416,409,0,0,7,387,29,1000,584,128,53,151,3,17,23,1,1,10
24,IAŞI,"ȘCOALA GIMNAZIALĂ BIVOLARI CORP A",353,BIVOLARI,95943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:13",916,904,0,1,11,381,369,0,1,11,354,27,1000,619,102,48,145,4,15,25,4,2,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ BODEŞTI",643,SCÂNTEIA,98916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:20",362,361,0,1,0,172,171,0,1,0,152,20,400,228,54,15,63,0,4,8,7,0,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”",130,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:05",1209,1198,3,8,0,446,438,0,8,0,427,18,1300,855,111,68,84,13,22,92,6,8,23
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”",131,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:23",1488,1446,20,10,12,595,573,0,10,12,577,18,1600,1005,121,62,93,17,19,164,9,8,84
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”",128,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:51",1315,1308,0,6,1,533,526,0,6,1,516,17,1400,867,114,50,111,15,29,132,9,13,43
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”",129,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:16",1045,1039,2,4,0,170,166,0,4,0,168,2,1200,1030,39,18,28,5,10,37,0,8,23
24,IAŞI,"SCOALA GIMNAZIALA BOROSOAIA",587,PLUGARI,98337,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:01",1215,1178,0,4,33,583,546,0,4,33,556,27,1300,717,478,20,46,1,5,5,0,1,0
24,IAŞI,"SCOALA GIMNAZIALA BOSIA- CORP B",743,UNGHENI,96003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:38",824,821,0,3,0,389,386,0,3,0,356,25,900,519,144,70,97,3,2,35,0,2,3
