precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IACOB VALENTIN-MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","FARCAŞ TRAIAN-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","FARCAŞ CĂLIN-NICUŞOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FEIER LIVIU-CONSTANTIN-UNIUNEA NAȚIUNII ROMÂNE-voturi","BUTILCĂ EUGEN-CORNEL-PARTIDUL ROMÂNIA MARE-voturi","MAN GRIGORE-voturi"
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL TOACA",417,HODAC,117426,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:58:47",665,657,0,3,5,449,441,0,3,5,435,14,715,264,117,181,86,2,20,29
28,MUREŞ,"SCOALA GIMNAZIALA DUBISTEA DE PADURE",416,HODAC,117426,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:49:52",384,377,0,4,3,266,259,0,4,3,257,9,433,167,77,45,114,9,5,7
28,MUREŞ,"ȘCOALA GIMNAZIALĂ HODAC",415,HODAC,117426,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:28:00",1062,1053,0,6,3,662,653,0,6,3,646,16,1171,509,329,50,202,12,51,2
28,MUREŞ,"ȘCOALA GIMNAZIALĂ HODAC",414,HODAC,117426,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:07:15",1007,998,0,5,4,588,579,0,5,4,555,33,1083,495,275,146,75,3,51,5
28,MUREŞ,"ȘCOALA GIMNAZIALĂ TOACA",418,HODAC,117426,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:51",823,812,0,4,7,559,548,0,4,7,547,12,910,351,146,206,138,2,14,41
