precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROTARU VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","UDRESCU CONSTANTIN-CLAUDIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CILINCĂ DANIEL-GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","DĂDĂLĂU ANA-PARTIDUL S.O.S. ROMÂNIA-voturi","MILODIN CONSTANTIN-FORȚA DREPTEI-voturi","ŞTIOCLEI GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"ŞCOALA GENERALĂ VALEA",162,BOLBOŞI,79077,3,PART,PRCNCT,P,P_SV,"2024-06-12 15:12:00",1113,1103,3,5,2,582,575,0,5,2,557,25,1181,599,191,11,25,4,22,304
20,GORJ,"ŞCOALA PRIMARĂ BĂLĂCEŞTI",161,BOLBOŞI,79077,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:06",532,524,0,3,5,373,365,0,3,5,355,18,600,227,201,13,2,0,1,138
20,GORJ,"ŞCOALA PRIMARĂ BOLBOŞI",160,BOLBOŞI,79077,2,PART,PRCNCT,P,P_SV,"2024-06-12 15:25:52",895,875,0,9,11,629,609,0,9,11,611,18,1000,371,155,6,20,7,1,422
