precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRĂICĂU NICOLAE-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","GHIUŢĂ VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STAN IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"CAMIN CULTURAL CIORASTI",136,CIORĂŞTI,175590,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:27:58",655,647,0,1,7,327,319,0,1,7,312,15,714,387,245,36,31
41,VRANCEA,"CENTRU DE ZI, CANTINĂ SOCIALĂ ȘI ÎNGRIJIRE LA DOMICILIU PENTRU PERSOANE VÂRSTNICE",140,CIORĂŞTI,175590,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:50:40",279,270,0,4,5,185,176,0,4,5,160,16,296,120,130,26,4
41,VRANCEA,"IMOBIL BIROURI",139,CIORĂŞTI,175590,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:52:24",486,472,1,13,0,261,247,1,13,0,230,31,521,260,192,11,27
41,VRANCEA,"ŞCOALA CODREŞTI",138,CIORĂŞTI,175590,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:29:27",161,154,0,7,0,93,86,0,7,0,88,5,169,76,78,4,6
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „IONEL SÎRBU” CIORĂȘTI",137,CIORĂŞTI,175590,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:58:58",153,150,1,2,0,86,84,0,2,0,83,3,168,82,62,3,18
41,VRANCEA,"SCOALA SALCIA VECHE",141,CIORĂŞTI,175590,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:25:54",236,229,0,6,1,139,132,0,6,1,133,6,252,113,112,7,14
41,VRANCEA,"SCOALA SATU NOU",142,CIORĂŞTI,175590,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:39",192,182,0,10,0,107,97,0,10,0,103,4,200,93,85,9,9
