precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BULBOACĂ VICTOR-CLAUDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","PATRAR MARCELA-PARTIDUL SOCIAL DEMOCRAT-voturi","SACU NARCISA-MIHAELA-ALIANȚA NAȚIONAL CREȘTINĂ-voturi"
7,BOTOŞANI,CAMINCULTURALNICŞENI,324,NICŞENI,38456,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:12",750,724,0,9,17,420,394,0,9,17,403,17,800,380,211,172,20
7,BOTOŞANI,"ŞCOALA DACIA",325,NICŞENI,38456,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:17",137,132,0,5,0,78,73,0,5,0,75,3,200,122,46,26,3
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAI CONSTANTINEANU” DOROBANȚI",326,NICŞENI,38456,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:53:36",1223,1204,2,9,8,677,659,1,9,8,655,22,1266,589,557,92,6
