precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLOREA GHEORGHE-LIVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NICULA CRISTIAN-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DUMITRACHE ŞTEFAN-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SPIREA VALERICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"GRĂDINIŢA PĂDUROIU DIN DEAL",428,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:20",745,741,0,4,0,475,471,0,4,0,467,8,822,347,56,156,80,175
3,ARGEŞ,"GRĂDINIŢA PĂDUROIU DIN VALE",429,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:29:37",666,654,0,10,2,425,413,0,10,2,416,9,720,295,16,124,88,188
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV CĂTUNAŞI",423,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:29",417,413,0,4,0,281,277,0,4,0,276,5,350,69,7,103,59,107
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV DEALUL VIILOR",424,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:10",329,319,0,10,0,246,236,0,10,0,243,3,460,214,3,69,28,143
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV DINCULEŞTI",425,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:20",293,286,0,7,0,201,194,0,7,0,194,7,324,123,6,65,32,91
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV GĂRDINEŞTI",426,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:19",394,390,0,4,0,274,270,0,4,0,268,6,430,156,11,71,65,121
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV METOFU",427,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:01",291,286,0,5,0,223,218,0,5,0,208,15,311,88,4,82,43,79
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII POIANA LACULUI",422,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:48:15",1342,1321,1,14,6,912,891,1,14,6,891,17,1494,586,27,366,160,338
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII SĂMARA",430,"POIANA LACULUI",18028,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:28",763,751,1,11,0,534,523,0,11,0,529,5,802,268,15,210,130,174
