precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOHOTARIU MARIN-PARTIDUL SOCIAL DEMOCRAT-voturi","COŢOVANU DUMITRU-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TĂRNĂUCEANU CORNELIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TĂRNĂUCEANU MARINICĂ-SORIN-PARTIDUL S.O.S. ROMÂNIA-voturi","PĂDURARIU DUMITRU-GABRIEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","NISTOR PETRICĂ-ALIANȚA NAȚIONAL CREȘTINĂ-voturi"
7,BOTOŞANI,"ŞCOALA GENERALĂ",377,ŞENDRICENI,39122,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:30:03",498,491,0,5,2,247,240,0,5,2,241,6,600,353,121,64,23,7,2,24
7,BOTOŞANI,"ŞCOALA GENERALĂ COBÎLA",376,ŞENDRICENI,39122,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:27:03",761,752,0,7,2,421,412,0,7,2,410,11,800,379,252,53,57,12,1,35
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALECU IVAN GHILEA”",375,ŞENDRICENI,39122,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:19:47",1213,1198,1,3,11,644,629,1,3,11,617,27,1300,656,454,69,24,29,9,32
7,BOTOŞANI,"ŞCOALA PRIMARĂ VICTOR ISĂCEANU,CORP I",378,ŞENDRICENI,39122,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:48",823,817,0,0,6,399,393,0,0,6,391,8,938,539,235,75,18,36,5,22
