precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENI",356,GÂRLENI,22781,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:42:02",1080,1079,1,0,0,535,534,1,0,0,511,24,1200,665,134,61,88,37,155,36
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENI",357,GÂRLENI,22781,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:15",1002,1000,0,1,1,480,478,0,1,1,461,19,1100,619,88,57,94,34,129,59
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENII DE SUS",355,GÂRLENI,22781,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:16:12",1581,1572,2,3,4,677,670,0,3,4,663,14,1700,1023,113,85,120,118,51,176
4,BACĂU,"ŞCOALA CU CL.I-VIII LESPEZI",358,GÂRLENI,22781,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:01",837,832,1,0,4,371,367,0,0,4,350,20,900,530,36,82,79,37,16,100
4,BACĂU,"ŞCOALA CU CL.I-VIII LESPEZI",359,GÂRLENI,22781,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:12",1320,1318,2,0,0,583,583,0,0,0,565,18,1400,817,68,125,108,36,34,194
