precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ MARIN BRANIŞTE",479,SUSENI,19007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:28",857,845,2,3,7,492,482,0,3,7,480,12,950,458,32,72,105,271
3,ARGEŞ,"ŞCOALA PRIMARĂ GHEOGHE TOMA",481,SUSENI,19007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:09",1110,1094,0,7,9,583,567,0,7,9,560,23,1100,517,62,78,119,301
3,ARGEŞ,"ŞCOALA PRIMARĂ IOAN RIZESCU",480,SUSENI,19007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:09",583,572,4,2,5,360,352,1,2,5,350,10,650,290,35,87,93,135
