precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","POPA FLORIN-GEORGICĂ-voturi","POPESCU VASILE-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL DÎNGEŞTI",168,BERISLĂVEŞTI,168675,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:27",256,248,0,5,3,171,163,0,5,3,158,13,288,117,90,53,13,0,1,1
40,VÂLCEA,"CĂMINUL CULTURAL RĂDĂCINEŞTI",169,BERISLĂVEŞTI,168675,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:28:03",518,500,1,5,12,338,320,1,5,12,319,19,560,222,143,40,90,13,14,19
40,VÂLCEA,"CĂMINUL CULTURAL ROBAIA",170,BERISLĂVEŞTI,168675,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:28:15",180,176,0,4,0,131,127,0,4,0,120,11,205,74,94,9,10,0,1,6
40,VÂLCEA,"CĂMINUL CULTURAL STOENEŞTI",167,BERISLĂVEŞTI,168675,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:59",776,760,1,8,7,513,498,0,8,7,484,29,850,337,256,25,61,8,38,96
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV SCĂUENI",171,BERISLĂVEŞTI,168675,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:57",372,362,0,7,3,279,269,0,7,3,273,6,409,130,162,21,65,5,11,9
