precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BULŢA VIOREL-voturi","TAHÎŞ IOAN-voturi","MĂGUREAN ALEXANDRU-DACIAN-voturi"
6,BISTRIŢA-NĂSĂUD,"CENTRUL MISIONAR DE TINERET ”IOAN BUNEA” SÂNGEORZ-BĂI",83,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:06",1490,1479,1,7,3,730,720,0,7,3,710,20,1600,870,211,46,330,62,16,6,39
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",81,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:46",1334,1327,2,5,0,757,752,0,5,0,725,26,1500,749,151,43,397,80,8,7,39
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 SÂNGEORZ-BĂI",80,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:53",1358,1346,1,11,0,643,632,0,11,0,604,39,1500,857,185,47,267,53,24,10,18
6,BISTRIŢA-NĂSĂUD,"LICEUL TEORETIC ”SOLOMON HALIȚĂ”",82,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:06",1290,1277,1,9,3,617,605,0,9,3,595,22,1387,770,145,21,302,77,12,6,32
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",79,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:58",1451,1440,3,8,0,732,724,0,8,0,718,14,1600,868,217,45,304,90,8,10,44
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",78,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:42",1345,1330,2,7,6,621,608,0,7,6,594,27,1450,829,158,42,207,83,34,32,38
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORMAIA",84,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:11:24",773,765,0,8,0,393,385,0,8,0,317,67,850,466,69,21,205,10,2,0,10
