precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"SALA DE SPORT",302,SLIVILEŞTI,82047,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:40:07",732,707,0,5,20,503,478,0,5,20,466,17,800,317,59,7,288,84,3,25
20,GORJ,"SALA MULTIFUNCȚIONALĂ",301,SLIVILEŞTI,82047,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:01:39",772,742,0,15,15,518,488,0,15,15,500,18,800,282,77,38,345,35,4,1
20,GORJ,"ȘCOALA PRIMARĂ STRÎMTU CU CLASELE I-IV",303,SLIVILEŞTI,82047,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:54:27",423,411,0,7,5,274,262,0,7,5,262,12,500,226,24,4,184,45,4,1
20,GORJ,"ȘCOALA PRIMARĂ SURA CU CLASELE I-IV",304,SLIVILEŞTI,82047,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:42:58",614,592,0,7,15,364,342,0,7,15,357,7,612,248,66,23,227,41,0,0
