precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","STANCIU CRISTINA-NICOLETA-voturi"
17,DOLJ,"SCOALA CU CLASELE I-IV CIUTURA",525,"VÂRVORU DE JOS",74750,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:02:32",571,535,1,5,30,390,355,0,5,30,364,26,600,210,61,23,12,262,6
17,DOLJ,"ŞCOALA CU CLASELE I-IV VÎRVOR",526,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:24:25",527,496,2,8,21,332,303,0,8,21,297,22,600,281,112,7,8,165,5
17,DOLJ,"ŞCOALA CU CLASELE I-VIII VÎRVORU DE JOS",524,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:33:10",953,892,1,11,49,678,620,0,11,47,576,44,1016,9,225,32,22,215,82
