precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
17,DOLJ,"BIBLIOTECA ORASENEASCA BECHET",202,"ORAŞ BECHET",70879,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:24:53",1303,1265,0,17,21,564,526,0,17,21,529,35,1400,836,308,60,147,14
17,DOLJ,"LICEUL TEORETIC BECHET",200,"ORAŞ BECHET",70879,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:47:25",1453,1402,0,22,29,693,642,0,22,29,676,17,1545,852,367,58,236,15
17,DOLJ,"SCOALA PRIMARA BECHET VALE",201,"ORAŞ BECHET",70879,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:01:48",677,634,0,18,25,412,369,0,18,25,393,3,700,257,247,37,105,4
