precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL VERDE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","NISTOR CIPRIAN-FLORIN-voturi"
24,IAŞI,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",633,RUGINOASA,98774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:27:13",1171,1156,1,7,7,684,669,1,7,7,643,41,1300,616,306,72,54,118,1,17,26,5,44
24,IAŞI,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",634,RUGINOASA,98774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:01",874,859,1,7,7,503,489,0,7,7,473,30,900,397,221,24,53,122,0,8,25,0,20
24,IAŞI,"ŞCOALA GIMNAZIALĂ REDIU",635,RUGINOASA,98774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:15",956,950,0,3,3,490,484,0,3,3,470,20,1000,510,136,45,48,169,1,3,49,5,14
24,IAŞI,"ŞCOALA GIMNAZIALĂ RUGINOASA",631,RUGINOASA,98774,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:03",837,826,0,4,7,493,482,0,4,7,478,15,900,407,259,18,31,103,4,13,15,5,30
24,IAŞI,"ŞCOALA GIMNAZIALĂ RUGINOASA",632,RUGINOASA,98774,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:53:13",701,691,0,3,7,423,413,0,3,7,409,14,800,377,243,8,37,71,2,9,15,2,22
24,IAŞI,"ŞCOALA VASCANI",636,RUGINOASA,98774,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:18",397,391,0,5,1,226,220,0,5,1,210,16,459,233,78,23,14,79,0,3,11,1,1
