precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP IULIAN-DORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COTOI LIVIU-TOMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","VULTUR TEODOR-PARTIDUL SOCIAL DEMOCRAT-voturi"
28,MUREŞ,"CĂMINUL CULTURAL SÂNTU",441,LUNCA,117998,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:59:33",255,246,0,7,2,172,163,0,7,2,168,4,293,121,8,78,82
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BĂIŢA",438,LUNCA,117998,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:39",612,588,0,11,13,376,352,0,11,13,364,12,639,263,8,189,167
28,MUREŞ,"ŞCOALA PRIMARĂ FRUNZENI",439,LUNCA,117998,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:44",333,311,0,16,6,211,189,0,16,6,200,11,340,129,4,88,108
28,MUREŞ,"ŞCOALA PRIMARĂ LOGIG",440,LUNCA,117998,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:59",309,285,0,12,12,233,209,0,12,12,223,10,330,97,2,46,175
28,MUREŞ,"SEDIUL ADMINISTRATIV AL PRIMĂRIEI",437,LUNCA,117998,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:52",426,399,0,13,14,291,264,0,13,14,282,9,440,149,24,68,190
