precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.1",204,SOHATU,105222,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:50:32",1121,1082,0,14,25,805,766,0,14,25,742,48,1243,453,362,380
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.2",205,SOHATU,105222,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:21:26",707,671,0,31,5,516,480,0,31,5,494,22,744,228,321,173
