precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLAN NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRIŞAN DORU-TOADER-PARTIDUL SOCIAL DEMOCRAT-voturi","RAUS GEORGE-IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CENTRUL CULTURAL PRUNDU BÂRGĂULUI",221,"PRUNDU BÂRGĂULUI",34235,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:37:00",1552,1543,0,6,3,866,857,0,6,3,847,11,1700,842,33,794,20
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PRUNDU BÂRGĂULUI",219,"PRUNDU BÂRGĂULUI",34235,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:22",1110,1098,1,3,8,607,596,0,3,8,596,11,1200,593,26,561,9
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ PRUNDU BÂRGĂULUI",220,"PRUNDU BÂRGĂULUI",34235,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:45",1417,1410,4,0,3,736,733,0,0,3,728,8,1500,764,32,644,52
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SUSENII BÎRGĂULUI",222,"PRUNDU BÂRGĂULUI",34235,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:27",1148,1133,1,8,6,628,614,0,8,6,621,7,1295,667,44,550,27
