precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BACIU IOAN-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHĂILĂ SANDU-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU OVIDIU-PAUL-UNIUNEA SALVAȚI ROMÂNIA-voturi","ROMÂNAŞU VASILE-PAUL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANTON ELENA-PARTIDUL ROMÂNIA NOASTRĂ-voturi","BURCAŞ CONSTANTIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"CAMIN CULTURAL",311,HORIA,120922,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:00:16",1741,1731,1,1,8,779,770,0,1,8,750,29,1900,1118,215,245,127,134,19,10
29,NEAMŢ,"GRADINITA DE COPII",313,HORIA,120922,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:21",1248,1231,1,7,9,587,571,0,7,9,561,26,1400,813,241,92,29,175,4,20
29,NEAMŢ,"SCOALA GIMNAZIALA ”CARMEN SYLVA”",310,HORIA,120922,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:46",1611,1602,2,2,5,675,667,1,2,5,647,28,1800,1125,154,214,135,93,15,36
29,NEAMŢ,"SCOALA GIMNAZIALA ” OTILIA CAZIMIR ” COTU VAMES",312,HORIA,120922,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:49",1386,1370,1,6,9,622,607,0,6,9,605,17,1500,878,256,79,46,190,3,31
