precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","SANDU NICUŞOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEAGU MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","DINICĂ VASILICĂ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","NOVAC GEORGICĂ-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
41,VRANCEA,"CAMIN CULTURAL PAUNESTI",242,PĂUNEŞTI,177236,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:56",1079,1073,0,6,0,470,464,0,6,0,451,19,1169,699,231,28,52,24,116
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL VIISOARA",243,PĂUNEŞTI,177236,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:14",777,774,0,3,0,348,345,0,3,0,328,20,855,507,146,29,53,4,96
41,VRANCEA,"SCOALA PRIMARA BOSTANESTI",241,PĂUNEŞTI,177236,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:57",880,874,0,6,0,402,396,0,6,0,376,26,971,569,173,20,85,13,85
41,VRANCEA,"SCOALA PRIMARA NOVACESTI",240,PĂUNEŞTI,177236,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:50:56",1465,1463,0,2,0,682,680,0,2,0,650,32,1611,929,323,25,85,21,196
41,VRANCEA,"SCOALA PRIMARA SURLEA",239,PĂUNEŞTI,177236,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:34",1071,1061,0,9,1,470,460,0,9,1,439,31,1171,701,218,32,69,27,93
