precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GYÁKON GHEORGHE-NICOLAE-FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","MAIER NÁNDOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GODJE VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
32,"SATU MARE",GRADINITA,322,TURULUNG,139214,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:18",156,146,1,5,4,99,90,0,5,4,95,4,181,82,74,19,2
32,"SATU MARE",PRIMĂRIA,319,TURULUNG,139214,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:54:54",941,920,3,10,8,480,461,1,10,8,460,20,1015,535,210,244,6
32,"SATU MARE","SCOALA GIMNAZIALA DRAGUSENI",321,TURULUNG,139214,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:17:59",1161,1146,3,3,9,416,402,2,3,9,391,25,1259,843,153,64,174
32,"SATU MARE","SCOALA GIMNAZIALA TURULUNG",320,TURULUNG,139214,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:44:04",1250,1233,2,8,7,725,710,0,8,7,674,51,1358,633,401,267,6
