precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VRAPCEA NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PRUNEA IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","ALPREDI GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","OPRIŢESCU COSMIN-CONSTANTIN-PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"PRIMARIA GLOGOVA",220,GLOGOVA,80365,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:43:08",510,494,0,7,9,392,376,0,7,9,376,10,600,201,38,15,253,70
20,GORJ,"ŞCOALA GIMNAZIALĂ PROF. NICOLAE CARANDA",221,GLOGOVA,80365,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:03",574,540,0,14,20,401,367,0,14,20,395,6,600,199,85,12,283,15
20,GORJ,"ŞCOALA PRIMARĂ OLTEANU",222,GLOGOVA,80365,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:14",485,459,2,13,11,347,322,1,13,11,339,8,498,151,22,61,221,35
