precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
14,CONSTANŢA,"CASA DE CULTURA",294,"ORAŞ HÂRŞOVA",60801,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:37:33",702,691,2,7,2,408,399,0,7,2,392,16,759,351,142,112,131,7
14,CONSTANŢA,"GRADINIŢA VAROŞ",300,"ORAŞ HÂRŞOVA",60801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:34",1295,1280,0,11,4,679,664,0,11,4,611,68,1411,732,197,215,169,30
14,CONSTANŢA,"LICEUL TEORETIC ”IOAN COTOVU”",295,"ORAŞ HÂRŞOVA",60801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:02",1251,1236,1,8,6,671,656,1,8,6,659,12,1373,702,158,263,223,15
14,CONSTANŢA,"LICEUL TEORETIC ”IOAN COTOVU”",296,"ORAŞ HÂRŞOVA",60801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:33:02",1406,1387,1,7,11,783,765,0,7,11,742,41,1535,752,177,275,277,13
14,CONSTANŢA,"LICEUL TEORETIC ”IOAN COTOVU” HÂRȘOVA (ȘCOALA PORT HÂRȘOVA)",297,"ORAŞ HÂRŞOVA",60801,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:48:34",1141,1123,1,17,0,608,591,0,17,0,575,33,1250,642,137,203,222,13
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ NR. 1",299,"ORAŞ HÂRŞOVA",60801,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 14:11:21",1142,1123,0,11,8,611,592,0,11,8,583,28,1244,633,154,201,211,17
14,CONSTANŢA,"ŞCOALA PORT HÂRŞOVA",298,"ORAŞ HÂRŞOVA",60801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 22:53:17",1105,1099,0,6,0,565,559,0,6,0,509,56,1213,648,114,181,165,49
14,CONSTANŢA,"ŞCOALA PRIMARĂ VADU OII",301,"ORAŞ HÂRŞOVA",60801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:51",296,284,0,6,6,189,177,0,6,6,180,9,319,130,40,86,54,0
