precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"CĂMIN CULTURAL",98,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:55:24",547,533,2,9,3,375,362,1,9,3,361,14,600,225,26,45,274,8,8
20,GORJ,"COLEGIU NAŢIONAL TUDOR ARGHEZI",97,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:06",1500,1474,2,16,8,796,771,1,16,8,760,36,1600,804,68,165,481,16,30
20,GORJ,"ŞCOALA GIMNAZIALĂ CREŢEŞTI",100,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:20",706,686,1,5,14,418,398,1,5,14,408,10,800,382,42,53,295,8,10
20,GORJ,"ŞCOALA GIMNAZIALĂ GEORGE USCĂTESCU",95,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:33",1301,1284,0,13,4,672,655,0,13,4,647,25,1400,728,48,148,416,19,16
20,GORJ,"ȘCOALA GIMNAZIALĂ GEORGE USCĂTESCU",96,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:43:26",1214,1191,2,19,2,651,629,1,19,2,636,15,1400,729,61,167,360,15,33
20,GORJ,"ŞCOALA GIMNAZIALĂ POJOGENI",101,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:46",597,574,0,15,8,318,295,0,15,8,308,10,600,282,23,47,211,10,17
20,GORJ,"ŞCOALA PRIMARĂ COJANI",99,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:00:08",368,352,1,9,6,228,212,1,9,6,223,5,400,172,28,46,140,5,4
20,GORJ,"ŞCOALA PRIMARĂ POJOGENI CERĂT",102,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:36:44",257,235,0,17,5,173,151,0,17,5,168,5,300,127,30,18,113,6,1
20,GORJ,"ŞCOALA PRIMARĂ ŞTEFĂNEŞTI",103,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:51:25",425,411,0,12,2,275,273,0,0,2,267,8,485,210,23,32,203,5,4
