precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
3,ARGEŞ,"CĂMINUL CULTURAL",218,BĂICULEŞTI,14165,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:13:29",665,660,0,5,0,424,419,0,5,0,418,6,700,276,202,136,54,21,5
3,ARGEŞ,"CĂMINUL CULTURAL",219,BĂICULEŞTI,14165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:47:25",810,803,0,7,0,479,472,0,7,0,468,11,895,416,254,140,32,30,12
3,ARGEŞ,"PRIMĂRIA BĂICULEŞTI",215,BĂICULEŞTI,14165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:28:46",1387,1383,2,2,0,809,807,0,2,0,778,31,1500,691,367,293,31,51,36
3,ARGEŞ,"ŞCOALA MĂNICEŞTI",216,BĂICULEŞTI,14165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:39",620,614,2,4,0,380,375,1,4,0,373,7,700,320,125,205,7,26,10
3,ARGEŞ,"SEDIUL ADMINISTRATIV TUTANA",217,BĂICULEŞTI,14165,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:50",1435,1430,0,3,2,893,888,0,3,2,864,29,1600,707,333,403,20,88,20
