precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL IAZU",206,SCÂNTEIA,94429,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:00:59",794,787,1,6,0,390,384,0,6,0,379,11,868,478,46,18,230,85
23,IALOMIŢA,"GRĂDINIȚA SCÂNTEIA",204,SCÂNTEIA,94429,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:02:59",1128,1111,0,7,10,628,611,0,7,10,612,16,1240,612,93,9,498,12
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:36",1015,1000,1,5,9,569,555,0,5,9,540,29,1100,531,71,8,452,9
