precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUHĂESCU DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","BARDAN CRISTIAN-IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
22,HUNEDOARA,"CASA DE CULTURĂ URICANI",251,"ORAŞ URICANI",87139,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:46",1637,1622,0,6,9,667,653,0,6,8,638,29,1800,1133,517,121
22,HUNEDOARA,"CENTRUL NAŢIONAL DE INFORMARE ŞI PROMOVARE TURISTICĂ",248,"ORAŞ URICANI",87139,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:29",1848,1839,2,3,4,713,706,0,3,4,687,26,2071,1358,503,184
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”RETEZAT” URICANI",250,"ORAŞ URICANI",87139,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:08:37",1649,1637,3,6,3,594,585,0,6,3,564,30,1800,1206,452,112
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 URICANI",249,"ORAŞ URICANI",87139,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:46:43",1731,1721,2,4,4,597,589,0,4,4,572,25,1900,1303,465,107
22,HUNEDOARA,"ŞCOALA PRIMARĂ CÂMPU LUI NEAG",252,"ORAŞ URICANI",87139,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:33:21",423,408,0,8,7,227,212,0,8,7,222,5,500,273,160,62
