precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOADER LUCIAN-CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","FĂRĂU IOACHIM-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CODREAN DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","PETRESCU DANIEL-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","LAZĂR FLORIN-FORȚA DREPTEI-voturi","CUREC IOANA-ANDREEA-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"CĂMIN CULTURAL ZĂBRANI",426,ZĂBRANI,12778,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:01:32",993,973,2,7,11,573,557,1,4,11,557,15,1070,498,157,54,150,173,21,2
2,ARAD,"CĂMINUL CULTURAL NEUDORF",429,ZĂBRANI,12778,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:00:17",858,842,4,5,7,446,433,1,5,7,433,13,930,484,92,33,158,101,37,12
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL ZĂBRANI",427,ZĂBRANI,12778,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:32:21",884,869,0,8,7,506,491,0,8,7,496,10,960,454,136,39,164,132,18,7
2,ARAD,"GRĂDINIŢA PROGRAM NORMAL CHESINŢ",428,ZĂBRANI,12778,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:52:30",918,877,0,20,21,583,542,0,20,21,564,19,990,407,30,19,179,179,153,4
