precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MATEI TOADER-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CONDRACHE MARICEL-PARTIDUL NAȚIONAL LIBERAL-voturi","STRATULAT IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MELNICENCO MIREL-DUMITRU-PARTIDUL S.O.S. ROMÂNIA-voturi","BOBOCEA TEODOR-PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 UMBRĂREȘTI-DEAL",425,UMBRĂREŞTI,77402,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:10",1015,1010,0,5,0,532,527,0,5,0,505,27,1111,579,20,224,247,8,6
18,GALAŢI,"GRADINIȚA SALCIA",422,UMBRĂREŞTI,77402,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:36:53",710,704,1,4,1,330,325,0,4,1,317,13,775,445,17,149,145,3,3
18,GALAŢI,"GRADINIȚA TORCEȘTI",424,UMBRĂREŞTI,77402,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:54:19",606,601,0,4,1,360,355,0,4,1,348,12,660,300,10,153,167,14,4
18,GALAŢI,MUZEU,423,UMBRĂREŞTI,77402,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:05",259,256,0,3,0,133,130,0,3,0,130,3,282,149,7,42,74,3,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ CONDREA",421,UMBRĂREŞTI,77402,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:51:50",579,574,0,4,1,282,277,0,4,1,272,10,630,348,62,73,122,7,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 UMBRĂREȘTI",420,UMBRĂREŞTI,77402,3,PART,PRCNCT,P,P_SV,"2024-06-13 16:32:29",1702,1694,0,2,6,804,796,0,2,6,784,20,1870,1066,17,352,400,13,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.2 „SFÂNTUL STELIAN„ UMBRĂREȘTI - DEAL",426,UMBRĂREŞTI,77402,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:51",1006,998,1,7,0,513,506,0,7,0,498,15,1094,581,12,290,182,12,2
