precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
13,CLUJ,"CĂMINUL CULTURAL",385,CĂŞEIU,56666,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:59:03",1214,1192,0,10,12,795,773,0,10,12,747,44,1319,528,33,317,298,86,13
13,CLUJ,"ŞCOALA COPLEAN",386,CĂŞEIU,56666,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:59",356,342,0,12,2,230,216,0,12,2,223,7,381,151,1,117,73,27,5
13,CLUJ,"ŞCOALA GARBĂUL DEJULUI",387,CĂŞEIU,56666,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:52",178,167,0,10,1,101,90,0,10,1,97,4,184,83,2,49,23,22,1
13,CLUJ,"ŞCOALA GIMNAZIALĂ RUGĂŞEŞTI",389,CĂŞEIU,56666,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:19",878,864,1,12,1,567,554,0,12,1,548,19,958,391,1,172,192,170,13
13,CLUJ,"ŞCOALA GUGA",388,CĂŞEIU,56666,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:16",251,242,0,7,2,176,167,0,7,2,171,5,267,91,2,66,58,42,3
13,CLUJ,"ŞCOALA PRIMARĂ URIŞOR",391,CĂŞEIU,56666,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:58",800,791,1,6,2,468,460,0,6,2,447,21,889,421,10,258,93,75,11
13,CLUJ,"ŞCOALA SĂLĂTRUC",390,CĂŞEIU,56666,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:40",110,102,0,8,0,87,79,0,8,0,85,2,117,30,1,35,28,8,13
