precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"CĂMINUL CULTURAL LUPOAIA",183,CĂTUNELE,79585,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:41",741,729,0,11,1,505,493,0,11,1,489,16,800,295,79,342,55,13
20,GORJ,"GRĂDINIȚA VALEA PERILOR",185,CĂTUNELE,79585,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:04",552,547,0,5,0,363,358,0,5,0,350,13,629,266,26,227,33,64
20,GORJ,"ȘCOALA GIMNAZIALĂ ”MAZILU VIPIE GHEORGHE”",184,CĂTUNELE,79585,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:40",327,320,0,5,2,221,214,0,5,2,217,4,400,179,19,175,11,12
20,GORJ,"ȘCOALA PRIMARĂ DEALU VIILOR",182,CĂTUNELE,79585,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:03",500,499,1,0,0,347,347,0,0,0,341,6,500,153,15,185,21,120
