precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DEACONU GEORGEL-CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","DRĂGUŞIN TEODOR-GEORGIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞERBAN ION-PARTIDUL PRO ROMÂNIA-voturi","VLAD MARIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA GHIŢULESCU” CUCA",322,CUCA,16132,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:46",394,358,0,31,5,275,239,0,31,5,264,11,404,128,91,160,7,6
3,ARGEŞ,"ŞCOALA PRIMARĂ CÎRCEŞTI",323,CUCA,16132,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:45",235,225,0,7,3,153,143,0,7,3,150,3,264,111,74,48,25,3
3,ARGEŞ,"ŞCOALA PRIMARĂ LĂUNELE",325,CUCA,16132,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:39:29",486,470,0,16,0,303,287,0,16,0,293,10,500,197,183,98,5,7
3,ARGEŞ,"ŞCOALA PRIMARĂ MĂCĂI",324,CUCA,16132,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:34:44",504,473,2,28,1,347,316,2,28,1,336,11,500,153,139,182,11,4
