county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","PUNGILĂ IACOB-voturi","PUNGILĂ IACOB-mandate-faza-1","PUNGILĂ IACOB-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","HEIM CRISTIAN-ELVIS-voturi","HEIM CRISTIAN-ELVIS-mandate-faza-1","HEIM CRISTIAN-ELVIS-mandate-faza-2","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-g8","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","CRÎŞMARIU GHEORGHE-voturi","CRÎŞMARIU GHEORGHE-mandate-faza-1","CRÎŞMARIU GHEORGHE-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","LIUBA PETRU-OVIDIU-voturi","LIUBA PETRU-OVIDIU-mandate-faza-1","LIUBA PETRU-OVIDIU-mandate-faza-2","UNIUNEA CROAȚILOR DIN ROMÂNIA-voturi","UNIUNEA CROAȚILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA CROAȚILOR DIN ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-mandate-g8","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-g8","FORUMUL CEHILOR DIN ROMÂNIA-voturi","FORUMUL CEHILOR DIN ROMÂNIA-mandate-faza-1","FORUMUL CEHILOR DIN ROMÂNIA-mandate-faza-2","RADU PAVEL-LUCIAN-voturi","RADU PAVEL-LUCIAN-mandate-faza-1","RADU PAVEL-LUCIAN-mandate-faza-2","FORUMUL CEHILOR DIN ROMÂNIA-mandate-g8","SPOREA ILIE-voturi","SPOREA ILIE-mandate-faza-1","SPOREA ILIE-mandate-faza-2","PARTIDUL SOLIDARITĂȚII SOCIALE-voturi","PARTIDUL SOLIDARITĂȚII SOCIALE-mandate-faza-1","PARTIDUL SOLIDARITĂȚII SOCIALE-mandate-faza-2","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-mandate-g8","PARTIDUL MIȘCAREA POPULARĂ-mandate-g9","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PLEŞA TRAIAN-ADRIAN-voturi","PLEŞA TRAIAN-ADRIAN-mandate-faza-1","PLEŞA TRAIAN-ADRIAN-mandate-faza-2","ROGIN TUDOR-BOGDAN-voturi","ROGIN TUDOR-BOGDAN-mandate-faza-1","ROGIN TUDOR-BOGDAN-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-2","AMARIEI VASILE-voturi","AMARIEI VASILE-mandate-faza-1","AMARIEI VASILE-mandate-faza-2","ŢUGUI GHEORGHE-voturi","ŢUGUI GHEORGHE-mandate-faza-1","ŢUGUI GHEORGHE-mandate-faza-2","ŢIŢIRIGĂ DĂNUŢ-CRISTIAN-voturi","ŢIŢIRIGĂ DĂNUŢ-CRISTIAN-mandate-faza-1","ŢIŢIRIGĂ DĂNUŢ-CRISTIAN-mandate-faza-2","ARTENIE ADRIAN-voturi","ARTENIE ADRIAN-mandate-faza-1","ARTENIE ADRIAN-mandate-faza-2","BUTAN SEBASTIAN-DANIEL-voturi","BUTAN SEBASTIAN-DANIEL-mandate-faza-1","BUTAN SEBASTIAN-DANIEL-mandate-faza-2","TAMAŞ GHEORGHE-voturi","TAMAŞ GHEORGHE-mandate-faza-1","TAMAŞ GHEORGHE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","POPA ANTONIE-voturi","POPA ANTONIE-mandate-faza-1","POPA ANTONIE-mandate-faza-2","GALBEN NICOLAE-DAN-voturi","GALBEN NICOLAE-DAN-mandate-faza-1","GALBEN NICOLAE-DAN-mandate-faza-2","PĂTRAŞCU ROMEO-ALEXANDRU-voturi","PĂTRAŞCU ROMEO-ALEXANDRU-mandate-faza-1","PĂTRAŞCU ROMEO-ALEXANDRU-mandate-faza-2","VĂSINCA ANA-voturi","VĂSINCA ANA-mandate-faza-1","VĂSINCA ANA-mandate-faza-2","VIOR DUMITRU-voturi","VIOR DUMITRU-mandate-faza-1","VIOR DUMITRU-mandate-faza-2"
11,CARAŞ-SEVERIN,BUCHIN,51699,1,FINAL,UAT,CL,CL_CE,"2024-06-10 22:08:06",1800,1707,5,32,56,1020,931,1,32,56,975,42,1873,856,48,68,78,85,205,2,0,474,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,BUCOŞNIŢA,51751,2,FINAL,UAT,CL,CL_CE,"2024-06-10 23:42:17",2398,2330,4,19,45,1297,1232,1,19,45,1279,18,2575,1278,63,89,102,111,124,1,0,1105,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,CARAŞOVA,51804,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:22:29",2512,2401,8,65,38,1438,1333,2,65,38,1345,93,2649,1211,67,94,107,122,368,3,0,550,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,1,0,0,0,0,0,0,0,0,0,312,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,CĂRBUNARI,51840,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:33:10",846,718,0,99,29,661,533,0,99,29,647,14,885,224,32,45,51,71,55,0,1,261,3,1,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"CICLOVA ROMÂNĂ",51948,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:09:09",1411,1331,2,41,37,800,721,1,41,37,766,34,1463,663,38,53,61,69,508,7,0,188,2,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,CIUCHICI,51984,2,FINAL,UAT,CL,CL_CE,"2024-06-11 20:20:56",965,839,2,103,21,662,538,0,103,21,628,34,943,281,31,43,50,69,161,2,0,427,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,CIUDANOVIŢA,52035,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:16:37",496,451,0,38,7,338,294,0,37,7,326,12,485,147,16,22,26,36,46,1,0,215,5,1,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"CONSTANTIN DAICOVICIU",51877,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:26:13",2366,2214,5,88,59,1499,1352,0,88,59,1441,55,2433,772,72,100,115,122,501,4,0,738,6,0,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,COPĂCELE,52062,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:27:45",1011,842,0,137,32,698,529,0,137,32,666,25,1097,406,33,46,53,74,53,0,0,351,4,1,160,2,0,0,0,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,CORNEA,52115,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:58:08",1511,1370,0,62,79,1167,1026,0,62,79,1124,43,1529,362,56,78,89,92,163,1,1,126,1,0,316,3,0,0,0,0,33,0,0,0,0,0,93,1,0,0,0,0,0,0,0,44,0,0,35,0,0,0,0,0,0,0,0,0,172,1,1,0,0,0,0,0,0,142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,CORNEREVA,52160,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:59:36",2339,2209,0,51,79,1544,1414,0,51,79,1494,50,2485,941,74,104,119,132,288,2,0,1027,7,1,0,0,0,0,0,0,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,CORONINI,53489,2,FINAL,UAT,CL,CL_CE,"2024-06-14 11:01:47",1680,1619,3,44,14,1180,1122,0,44,14,1133,47,1784,604,56,79,90,95,232,2,0,504,5,0,17,0,0,0,0,0,58,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,257,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,DALBOŞEŢ,52570,2,FINAL,UAT,CL,CL_CE,"2024-06-20 13:40:03",1345,1224,2,36,83,942,823,0,36,83,910,29,1386,447,45,63,72,82,93,1,0,426,5,0,78,0,1,0,0,0,51,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,0,0,76,0,1,0,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,DOCLIN,52650,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:47:42",1711,1525,4,100,82,1016,832,2,100,82,978,38,1680,664,48,68,78,88,407,4,1,520,5,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,DOGNECEA,52696,2,FINAL,UAT,CL,CL_CE,"2024-06-11 15:43:54",1642,1557,1,30,54,914,830,0,30,54,907,4,1737,826,45,63,72,79,38,0,0,869,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,DOMAŞNEA,52721,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:36:52",1151,978,1,104,68,900,728,0,104,68,869,29,1152,252,43,60,69,96,305,3,0,310,3,0,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"EFTIMIE MURGU",53700,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:03:01",1287,1222,2,14,49,915,852,0,14,49,884,31,1342,427,44,61,70,98,338,3,0,155,1,1,146,1,0,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,EZERIŞ,52758,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:25:30",1137,1089,1,9,38,676,628,1,9,38,657,19,1211,535,32,45,52,69,58,0,1,459,6,1,37,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,FÂRLIUG,52785,2,FINAL,UAT,CL,CL_CE,"2024-06-20 14:53:03",1795,1453,1,238,103,1332,991,0,238,103,1303,29,1744,412,65,91,104,111,677,6,0,547,4,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,FOROTIC,52856,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:51:32",1357,1297,2,29,29,923,863,2,29,29,900,23,1436,513,45,63,72,81,552,6,1,192,2,0,51,0,1,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,GÂRNIC,52909,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:09:25",1180,1086,15,53,26,683,595,10,52,26,658,24,1205,522,32,46,52,73,40,0,1,169,2,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,209,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,GLIMBOCA,52936,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:35:48",1615,1511,10,36,58,934,866,1,9,58,907,12,1678,759,45,63,72,82,432,5,0,297,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,GORUIA,52954,2,FINAL,UAT,CL,CL_CE,"2024-06-11 14:30:03",866,664,1,176,25,684,482,1,176,25,661,23,887,203,33,46,52,71,99,1,0,156,2,0,184,2,1,0,0,0,55,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,GRĂDINARI,52990,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:16:19",1664,1608,0,20,36,983,927,0,20,36,941,42,1793,810,47,65,75,85,248,2,1,389,4,0,73,0,1,0,0,0,61,0,1,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,IABLANIŢA,53023,2,FINAL,UAT,CL,CL_CE,"2024-06-14 09:42:28",1665,1542,0,52,71,1301,1178,0,52,71,1246,44,1818,525,62,87,99,103,119,1,0,495,4,1,148,1,0,0,0,0,0,0,0,0,0,0,10,0,0,68,0,1,0,0,0,42,0,0,78,0,1,0,0,0,0,0,0,0,226,2,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,LĂPUŞNICEL,53069,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:31:03",847,686,0,90,71,609,448,0,90,71,597,12,887,278,29,41,47,66,84,1,0,97,1,1,84,1,0,0,0,0,0,0,0,0,0,0,197,2,1,0,0,0,0,0,0,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"LĂPUŞNICU MARE",53103,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:05:13",1567,1251,0,249,67,1210,894,0,249,67,1129,81,1668,458,56,79,90,125,285,2,0,392,3,0,224,1,1,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
