precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SARCA SORIN-PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂCURAR GHEORGHE-CĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂTANA IOAN-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
5,BIHOR,"CĂMIN CULTURAL BOROD",251,BOROD,27560,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:23",1258,1237,4,17,0,800,783,0,17,0,771,29,1385,585,601,157,13
5,BIHOR,"CĂMINUL CULTURAL CORNIȚEL",254,BOROD,27560,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:05:35",427,417,0,10,0,277,267,0,10,0,267,10,460,160,202,64,1
5,BIHOR,"GRĂDINIȚA CETEA",253,BOROD,27560,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:54",191,174,0,17,0,136,119,0,17,0,128,8,192,56,102,20,6
5,BIHOR,"ŞCOALA CU CLASELE I-IV",252,BOROD,27560,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:28:46",485,478,1,5,1,338,332,0,5,1,330,8,538,200,273,32,25
5,BIHOR,"ȘCOALA CU CLASELE I-IV",257,BOROD,27560,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:52",378,373,0,5,0,262,257,0,5,0,252,10,406,144,197,47,8
5,BIHOR,"ȘCOALA CU CLASELE I-IV",255,BOROD,27560,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:07:22",99,89,0,10,0,60,50,0,10,0,57,3,103,43,37,17,3
5,BIHOR,"ȘCOALA CU CLASELE. I-VIII",256,BOROD,27560,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:10:49",223,211,5,7,0,125,116,2,7,0,119,6,233,108,86,31,2
