precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETRIŞOR NICOLAE-UNIUNEA SALVAȚI ROMÂNIA-voturi","COSTIN VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","CRISTIAN ROBERT-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MĂRĂSCU NICOLAI-PARTIDUL NAȚIONAL LIBERAL-voturi","GĂLĂŢANU DORIN-MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","BELIBOU CONSTANTIN-PARTIDUL MIȘCAREA POPULARĂ-voturi","CIORAN RAUL-MIHAIL-FORȚA DREPTEI-voturi"
41,VRANCEA,"CĂMIN CULTURAL NEICU",99,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:41",504,498,0,6,0,248,242,0,6,0,239,9,553,305,7,121,27,65,5,5,9
41,VRANCEA,"CENTRUL DE RECUPERARE PENTRU PERSOANE CU HANDICAP",96,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:15",410,398,1,10,1,249,238,0,10,1,242,7,442,193,30,60,55,64,8,13,12
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL DUMBRAVA",97,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:45",405,400,1,4,0,188,184,0,4,0,184,4,438,250,20,67,23,60,4,6,4
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",98,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:16",701,688,1,12,0,367,355,0,12,0,358,9,758,391,36,98,63,110,11,23,17
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",95,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:28:55",775,764,0,11,0,771,760,0,11,0,380,14,842,448,42,112,85,88,23,14,16
41,VRANCEA,"LICEUL TEHNOLOGIC ”ALEXANDRU IOAN CUZA” PANCIU",93,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:28:08",1281,1271,0,10,0,641,631,0,10,0,623,18,1401,760,91,178,77,195,26,46,10
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",92,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,P,P_SV,"2024-06-10 15:09:24",1062,1051,0,7,4,466,455,0,7,4,453,13,1162,696,60,135,40,141,30,27,20
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",91,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:51:08",1327,1316,2,8,1,613,604,0,8,1,593,20,1445,832,89,150,65,200,32,44,13
41,VRANCEA,"SPAȚII BIROURI JANDARMI",94,"ORAŞ PANCIU",175055,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:28:41",963,946,4,10,3,433,420,0,10,3,420,13,1037,604,52,94,55,150,14,34,21
