precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"CĂMIN CULTURAL ȘTEFĂNEȘTI",155,ILEANA,103764,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:37",613,599,1,13,0,355,342,0,13,0,342,13,660,305,273,41,28
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 FLORICA",154,ILEANA,103764,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:33",490,489,0,1,0,274,273,0,1,0,261,13,535,261,220,25,16
12,CĂLĂRAŞI,"SCOALA ARTARI",153,ILEANA,103764,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:20",503,485,0,18,0,337,319,0,18,0,332,5,532,195,295,12,25
12,CĂLĂRAŞI,"SCOALA ILEANA",152,ILEANA,103764,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:57",766,736,0,30,0,465,435,0,30,0,454,11,831,366,390,34,30
