county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-1","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","DEI IACOB-voturi","DEI IACOB-mandate-faza-1","DEI IACOB-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-2","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-g8","POTRIVITU VALENTIN-voturi","POTRIVITU VALENTIN-mandate-faza-1","POTRIVITU VALENTIN-mandate-faza-2","CACARAN CRISTIAN-voturi","CACARAN CRISTIAN-mandate-faza-1","CACARAN CRISTIAN-mandate-faza-2","CHICIUC ADRIAN-voturi","CHICIUC ADRIAN-mandate-faza-1","CHICIUC ADRIAN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-1","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","CIORAN DORINA-voturi","CIORAN DORINA-mandate-faza-1","CIORAN DORINA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","MACHEDON MARIAN-voturi","MACHEDON MARIAN-mandate-faza-1","MACHEDON MARIAN-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","MANOLACHI GICĂ-voturi","MANOLACHI GICĂ-mandate-faza-1","MANOLACHI GICĂ-mandate-faza-2"
38,TULCEA,SARICHIOI,161179,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:07:48",5399,5356,1,31,11,2358,2316,0,31,11,2242,116,5923,3562,112,156,179,144,484,3,0,1030,7,0,0,0,0,0,0,0,0,0,0,311,2,0,344,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"SFÂNTU GHEORGHE",161231,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:15:17",689,664,0,8,17,544,519,0,8,17,533,11,738,194,26,37,42,59,315,5,0,218,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"SLAVA CERCHEZĂ",161259,2,FINAL,UAT,CL,CL_CE,"2024-06-13 13:23:51",1886,1803,0,50,33,946,864,0,50,32,882,64,2030,1084,44,61,70,78,341,4,0,131,1,1,17,0,0,0,0,0,0,0,0,221,2,1,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,SMÂRDAN,161286,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:53:37",867,848,0,2,17,468,449,0,2,17,443,25,954,486,22,31,35,49,47,0,1,396,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,SOMOVA,161302,2,FINAL,UAT,CL,CL_CE,"2024-06-21 10:13:12",4313,4285,12,14,2,2206,2185,5,14,2,2141,65,4734,2528,107,149,171,142,1132,7,1,500,3,1,0,0,0,0,0,0,0,0,0,0,0,0,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,2,0,0,0,0,0,0,0,0,0,0
38,TULCEA,STEJARU,161348,4,FINAL,UAT,CL,CL_CE,"2024-06-21 11:27:23",1041,917,0,86,38,878,754,0,86,38,857,21,1318,439,42,59,68,95,515,5,0,194,2,0,0,0,0,0,0,0,148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,TOPOLOG,161384,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:47:43",3457,3405,0,37,15,1880,1828,0,37,15,1745,135,3781,1883,87,122,139,129,361,2,1,905,7,0,0,0,0,0,0,0,0,0,0,0,0,0,315,2,0,0,0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,TURCOAIA,161464,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:05:08",2604,2516,3,11,74,1780,1693,2,11,74,1731,49,2818,1023,86,121,138,133,759,5,1,371,2,1,0,0,0,0,0,0,0,0,0,0,0,0,420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,VĂCĂRENI,161543,1,FINAL,UAT,CL,CL_CE,"2024-06-13 11:17:38",1778,1710,3,26,39,1232,1166,2,26,38,1173,59,1929,697,58,82,93,106,700,6,1,396,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
38,TULCEA,"VALEA NUCARILOR",161482,3,FINAL,UAT,CL,CL_CE,"2024-06-13 12:21:24",2819,2725,7,29,58,1592,1504,1,29,58,1525,57,3007,1419,76,106,122,117,892,7,1,483,4,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"VALEA TEILOR",161561,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:08:36",1149,1110,1,32,6,803,765,0,32,6,771,32,1206,403,38,53,61,85,419,4,1,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
