precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IORDACHE DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","VOINEA MARIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢUCULAN IONEL-FORȚA DREPTEI-voturi"
19,GIURGIU,"CĂMINUL CULTURAL HULUBEŞTI",92,CĂLUGĂRENI,101662,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:36:13",1248,1222,0,26,0,924,898,0,26,0,898,23,1343,422,627,250,21
19,GIURGIU,"GRADINITA BRĂNIŞTARI",91,CĂLUGĂRENI,101662,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:11:05",563,538,2,23,0,369,346,0,23,0,334,9,590,247,216,101,17
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.3 UZUNU",93,CĂLUGĂRENI,101662,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:06:08",1128,1116,0,12,0,674,662,0,12,0,655,19,1227,553,362,147,146
19,GIURGIU,"ŞCOALA VECHE CĂLUGĂRENI( MUZEU ).",90,CĂLUGĂRENI,101662,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:08:28",1411,1370,0,39,2,973,932,0,39,2,933,26,1556,597,680,199,54
