precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
36,TELEORMAN,"CĂMIN CULTURAL",147,CRÂNGENI,152617,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:33:14",1113,1067,0,1,45,591,552,0,1,38,553,38,1179,550,169,291,93
36,TELEORMAN,"CLĂDIRE PRIMĂRIE FOSTA ŞCOALĂ CU CLASELE I-IV DOROBANŢU",149,CRÂNGENI,152617,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:53",197,192,0,4,1,118,113,0,4,1,107,11,200,82,25,72,10
36,TELEORMAN,"CLĂDIRE PRIMĂRIE FOSTA ŞCOALĂ CU CLASELE I-IV STEJARU",150,CRÂNGENI,152617,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:45",178,171,0,6,1,120,113,0,6,1,112,8,190,70,56,42,14
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",148,CRÂNGENI,152617,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:56",564,528,0,4,32,342,306,0,4,32,291,22,580,267,77,199,15
