precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"ȘCOALA GIMNAZIALĂ ALBENI",122,ALBENI,78472,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:41:47",1004,968,1,22,13,658,623,0,22,13,629,29,1000,342,193,306,52,78
20,GORJ,"ȘCOALA PRIMARÂ ALBENI",123,ALBENI,78472,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:54:08",816,797,1,15,3,448,430,0,15,3,416,32,900,452,242,130,25,19
20,GORJ,"ȘCOALA PRIMARÂ BOLBOCEȘTI",124,ALBENI,78472,4,PART,PRCNCT,CL,CL_SV,"2024-06-11 22:15:30",420,406,1,2,11,286,273,0,2,11,273,13,500,214,163,63,22,25
20,GORJ,"ȘCOALA PRIMARÂ PRUNEȘTI",125,ALBENI,78472,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 22:23:23",98,86,0,9,3,69,57,0,9,3,67,2,122,53,42,13,6,6
