precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRĂGHICI FILOFTEIA-PARTIDUL NAȚIONAL LIBERAL-voturi","IONESCU IULIAN-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PISTOLEA GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSOIU",383,STOILEŞTI,173374,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:28:01",491,465,0,8,18,276,250,0,8,18,261,15,510,234,47,204,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GEAMĂNA",384,STOILEŞTI,173374,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:08",725,700,0,9,16,463,438,0,9,16,443,20,770,307,53,363,27
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII STOILEȘTI",382,STOILEŞTI,173374,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:11:35",581,551,0,10,20,379,349,0,10,20,377,2,600,221,36,334,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",385,STOILEŞTI,173374,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:39:26",1139,1114,0,7,18,742,717,0,7,18,715,26,1230,488,51,642,22
