precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MORARU VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MĂRCUŢĂ LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TULAC GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPA GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi","IVANCIU GEORGEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"CĂMINUL CULTURAL SATUL RĂCHITOASA",543,RĂCHITOASA,24837,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:07:45",1103,1045,0,20,38,562,504,0,20,38,534,28,1000,438,414,23,36,23,38
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BUDA",545,RĂCHITOASA,24837,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:04",519,502,0,8,9,268,251,0,8,9,247,21,600,332,161,18,56,6,6
4,BACĂU,"ŞCOALA CU CLASELE .I-IV SATUL FUNDĂTURA-RĂCHITOASA",548,RĂCHITOASA,24837,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:58:39",217,207,0,9,1,96,86,0,9,1,89,7,200,104,55,11,9,8,6
4,BACĂU,"ŞCOALA GIMNAZIALĂ BURDUSACI",546,RĂCHITOASA,24837,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:44:22",668,653,0,8,7,337,322,0,8,7,324,13,700,350,254,22,35,7,6
4,BACĂU,"ŞCOALA PRIMARĂ BARCANA",544,RĂCHITOASA,24837,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:41",507,503,0,4,0,208,204,0,4,0,188,20,600,392,106,4,58,8,12
4,BACĂU,"ȘCOALA PRIMARĂ DUMBRAVA",547,RĂCHITOASA,24837,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:46",528,522,0,4,2,243,237,0,4,2,227,16,588,345,190,6,15,5,11
