precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEAGA OVIDIU-MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi","LUCOAIE IONICĂ-MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
2,ARAD,"CĂMINUL CULTURAL BUHANI",252,DEZNA,10649,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:31",155,139,0,13,3,121,105,0,13,3,120,1,150,29,30,90
2,ARAD,"CĂMINUL CULTURAL DEZNA",251,DEZNA,10649,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:54:42",702,619,0,61,22,543,462,0,61,20,526,17,685,142,156,370
2,ARAD,"CĂMINUL CULTURAL LAZ",253,DEZNA,10649,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:06:46",32,23,0,9,0,24,15,0,9,0,24,0,30,6,10,14
2,ARAD,"CĂMINUL CULTURAL NEAGRA",254,DEZNA,10649,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:59",98,84,0,11,3,80,66,0,11,3,80,0,100,20,22,58
2,ARAD,"CĂMINUL CULTURAL SLATINA DE CRIȘ",255,DEZNA,10649,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:17:28",112,88,1,18,5,89,66,0,18,5,89,0,100,11,21,68
