precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUSTĂŢA STELE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DĂBULEANU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","TUDOR EMANUEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"CĂMINUL CULTURAL GIGHERA",360,GIGHERA,72463,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:50",996,949,0,20,27,530,483,0,20,27,517,13,1020,490,10,17,490
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NEDEIA",361,GIGHERA,72463,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:52:25",668,641,3,14,10,401,376,1,14,10,390,11,700,299,39,26,325
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL ZĂVAL",362,GIGHERA,72463,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:41:49",615,594,0,10,11,366,345,0,10,11,347,19,700,334,19,64,264
