precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STROE CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STOICA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","OLTEANU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PIETREANU ELENA-voturi"
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV SURPAŢI",358,RUNCU,172812,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:17:30",108,100,0,8,0,77,69,0,8,0,75,2,120,43,0,50,25,0
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV VALEA BABEI",359,RUNCU,172812,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:01",220,193,0,27,0,157,130,0,27,0,150,7,210,53,0,84,62,4
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RUNCU",357,RUNCU,172812,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:36",473,430,0,42,1,345,302,0,42,1,332,13,466,121,15,206,108,3
