precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALTĂ RODICA-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU ANGEL-SILVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SĂVIUC CORNELIU-SERGIU-PARTIDUL NAȚIONAL LIBERAL-voturi","HUDIŞTEANU DUMITRU-PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"GRADINITA CU PROGRAM NORMAL NR.2 HAVIRNA(CATUN BASEU)",264,HAVÂRNA,37547,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:45",632,628,0,0,4,300,296,0,0,4,295,5,700,400,103,66,119,7
7,BOTOŞANI,"SCOALA GIMNAZIALA ” IANCU MUNTEANU” TATARASENI",266,HAVÂRNA,37547,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:27:13",608,598,1,1,8,317,308,0,1,8,301,16,631,314,175,47,69,10
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",263,HAVÂRNA,37547,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:41:04",957,943,0,3,11,454,440,0,3,11,437,15,1000,548,159,133,135,10
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",262,HAVÂRNA,37547,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:03:16",849,835,0,0,14,413,399,0,0,14,389,23,1000,588,122,91,174,2
7,BOTOŞANI,"SCOALA PRIMARA ”DUMITRU POMPAS” BALINTI",265,HAVÂRNA,37547,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:41:12",345,342,0,1,2,113,110,0,1,2,113,0,404,291,49,17,46,1
