precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CÂMPEAN RADU-PARTIDUL NAȚIONAL LIBERAL-voturi","NAPĂU CORNEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"ŞCOALA PRIMARĂ BUCIUM-SAT",214,BUCIUM,3459,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:43",385,368,0,5,12,277,260,0,5,12,255,5,408,148,131,124
1,ALBA,"ŞCOALA PRIMARĂ CERBU",215,BUCIUM,3459,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:28",238,216,0,8,14,166,144,0,8,14,164,2,265,99,57,107
1,ALBA,"ŞCOALA PRIMARĂ CIUCULEŞTI",216,BUCIUM,3459,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:46:10",212,193,0,11,8,212,193,0,11,8,207,5,370,158,73,134
1,ALBA,"ŞCOALA PRIMARĂ POIENI",217,BUCIUM,3459,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:07",263,247,0,5,11,198,182,0,5,11,197,1,267,69,73,124
