precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PURCĂROIU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","PAVEL VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
31,PRAHOVA,"GRADINITA VITIOARA DE SUS",521,PREDEAL-SĂRARI,134755,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:39:38",976,966,0,3,7,601,591,0,3,7,569,28,1000,387,495,74
31,PRAHOVA,"ȘCOALA ELEMENTARĂ ZÎMBROAIA",522,PREDEAL-SĂRARI,134755,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:26:34",123,113,0,4,6,87,77,0,4,6,86,1,157,70,64,22
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MĂNĂSTIREANU MIHAI” PREDEAL",520,PREDEAL-SĂRARI,134755,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:46",705,699,0,0,6,435,429,0,0,6,420,15,800,365,317,103
