precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA GIMNAZIALA GRAJDURI CORP A",470,GRAJDURI,97241,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:46:14",1450,1449,1,0,0,295,295,0,0,0,251,44,1600,1305,28,24,96,78,2,14,9
24,IAŞI,"SCOALA GIMNAZIALA GRAJDURI CORP A",469,GRAJDURI,97241,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:20:41",1160,1159,0,1,0,245,244,0,1,0,233,12,1300,1055,46,22,129,3,3,19,11
24,IAŞI,"SCOALA PRIMARA CARBUNARI",471,GRAJDURI,97241,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:55",766,764,0,0,2,146,144,0,0,2,137,9,800,654,18,67,43,0,2,4,3
24,IAŞI,"SCOALA PRIMARA PADURENI",472,GRAJDURI,97241,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:12:10",805,804,0,0,1,108,107,0,0,1,106,2,900,792,14,19,57,0,2,3,11
24,IAŞI,"SCOALA PRIMARA PADURENI",473,GRAJDURI,97241,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:57:58",615,610,0,1,4,117,112,0,1,4,115,2,700,583,14,11,52,1,2,0,35
24,IAŞI,"SCOALA PRIMARA POIANA CU CETATE",474,GRAJDURI,97241,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:08:39",170,170,0,0,0,61,61,0,0,0,56,5,200,139,15,7,24,0,1,2,7
24,IAŞI,"SCOALA PRIMARA VALEA SATULUI",476,GRAJDURI,97241,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:59",1366,1366,0,0,0,177,177,0,0,0,167,10,1480,1303,42,23,93,0,1,7,1
24,IAŞI,"SCOALA PRIMARA VALEA SATULUI",475,GRAJDURI,97241,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:16:38",1139,1139,0,0,0,70,70,0,0,0,68,2,1300,1230,8,10,44,0,1,5,0
