precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CLĂDIRE CĂMIN CULTURAL CLONDIRU",389,ULMENI,49894,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:51:42",1328,1282,2,10,34,845,803,0,10,32,812,33,1366,521,424,292,96
10,BUZĂU,"CLĂDIRE SALA DE EDUCAȚIE FIZICĂ ȘCOLARA ULMENI",388,ULMENI,49894,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:03:33",1240,1219,1,9,11,684,664,0,9,11,651,33,1286,602,292,332,27
