precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
12,CĂLĂRAŞI,"PROPRIETATE PRIVATĂ",175,MITRENI,100638,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:58",395,377,0,7,11,230,212,0,7,11,216,14,429,191,34,160,13,5,4
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1 VALEA ROȘIE",176,MITRENI,100638,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 10:14:51",1733,1684,0,19,30,1138,1089,0,19,30,1069,69,1869,731,302,694,29,11,33
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 MITRENI",174,MITRENI,100638,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:37:47",1083,1024,0,21,38,808,749,0,21,38,777,31,1175,367,196,475,78,20,8
