county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","CORĂBIAN ADRIANA-MARIA-voturi","CORĂBIAN ADRIANA-MARIA-mandate-faza-1","CORĂBIAN ADRIANA-MARIA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","SÎMBOUAN VIOREL-voturi","SÎMBOUAN VIOREL-mandate-faza-1","SÎMBOUAN VIOREL-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","SÎMBOAN ALEXANDRU-TEODOR-voturi","SÎMBOAN ALEXANDRU-TEODOR-mandate-faza-1","SÎMBOAN ALEXANDRU-TEODOR-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","POENAR IOAN-voturi","POENAR IOAN-mandate-faza-1","POENAR IOAN-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","ROMAN CRISTIAN-VASILE-voturi","ROMAN CRISTIAN-VASILE-mandate-faza-1","ROMAN CRISTIAN-VASILE-mandate-faza-2","SÎNGEORZAN ŞTEFAN-voturi","SÎNGEORZAN ŞTEFAN-mandate-faza-1","SÎNGEORZAN ŞTEFAN-mandate-faza-2","SÂNGEORZAN VASILE-voturi","SÂNGEORZAN VASILE-mandate-faza-1","SÂNGEORZAN VASILE-mandate-faza-2","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-1","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-2","FELECAN IOAN-GABRIEL-voturi","FELECAN IOAN-GABRIEL-mandate-faza-1","FELECAN IOAN-GABRIEL-mandate-faza-2","BULŢA VIOREL-voturi","BULŢA VIOREL-mandate-faza-1","BULŢA VIOREL-mandate-faza-2","TAHÎŞ IOAN-voturi","TAHÎŞ IOAN-mandate-faza-1","TAHÎŞ IOAN-mandate-faza-2","MĂGUREAN ALEXANDRU-DACIAN-voturi","MĂGUREAN ALEXANDRU-DACIAN-mandate-faza-1","MĂGUREAN ALEXANDRU-DACIAN-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","TODEREL IOAN-voturi","TODEREL IOAN-mandate-faza-1","TODEREL IOAN-mandate-faza-2","TANCOVICI SILVIU-OVIDIU-voturi","TANCOVICI SILVIU-OVIDIU-mandate-faza-1","TANCOVICI SILVIU-OVIDIU-mandate-faza-2","FETTI ROMANA-IULIA-voturi","FETTI ROMANA-IULIA-mandate-faza-1","FETTI ROMANA-IULIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","MAGDEA MIRCEA-FLORIN-voturi","MAGDEA MIRCEA-FLORIN-mandate-faza-1","MAGDEA MIRCEA-FLORIN-mandate-faza-2","VLAŞIN GELU-voturi","VLAŞIN GELU-mandate-faza-1","VLAŞIN GELU-mandate-faza-2"
6,BISTRIŢA-NĂSĂUD,"MICEŞTII DE CÂMPIE",33845,2,FINAL,UAT,CL,CL_CE,"2024-06-28 10:02:38",828,753,0,41,34,612,537,0,41,34,555,57,868,256,27,38,44,61,141,2,0,128,2,0,40,0,1,0,0,0,52,0,1,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,MILAŞ,33881,2,FINAL,UAT,CL,CL_CE,"2024-06-17 10:47:25",950,889,2,39,20,695,635,1,39,20,681,14,1062,367,34,47,54,74,162,2,0,438,5,1,71,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,MONOR,33952,2,FINAL,UAT,CL,CL_CE,"2024-06-28 12:19:19",1076,1012,0,20,44,786,722,0,20,44,764,22,1100,314,38,53,61,84,299,3,1,61,0,1,131,1,0,0,0,0,235,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"MUNICIPIUL BISTRIŢA",32394,1,FINAL,UAT,CL,CL_CE,"2024-06-12 13:40:12",76096,75198,187,558,153,35944,35240,18,536,150,35117,728,85493,48577,1755,2458,2809,1461,13660,9,0,12360,8,1,2775,1,1,380,0,0,2391,0,0,1897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,903,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,NEGRILEŞTI,179659,2,FINAL,UAT,CL,CL_CE,"2024-06-27 15:22:08",2099,1956,3,70,70,1336,1196,1,70,69,1281,53,2130,795,64,89,102,105,327,3,0,247,2,1,133,1,0,0,0,0,65,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,NIMIGEA,33989,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:54:11",4306,4113,3,61,129,2796,2607,0,61,128,2661,122,4646,1861,133,186,212,169,1272,7,0,699,4,0,144,0,1,0,0,0,118,0,0,265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,NUŞENI,34075,2,FINAL,UAT,CL,CL_CE,"2024-06-27 15:15:50",2349,2100,8,66,175,1625,1384,0,66,175,1577,48,2476,851,78,110,126,134,0,0,0,0,0,0,53,0,0,0,0,0,246,1,1,250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"ORAŞ BECLEAN",32483,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:19:17",10003,9693,18,189,103,5312,5086,1,124,101,5206,106,10763,5451,260,364,416,306,2518,8,0,1303,4,0,332,1,0,0,0,0,517,1,1,536,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"ORAŞ NĂSĂUD",32544,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:14:48",9097,9000,13,67,17,4492,4407,1,67,17,4304,177,9954,5473,215,301,344,233,1022,4,0,2706,11,1,240,1,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"ORAŞ SÂNGEORZ-BĂI",32599,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:49:53",9041,8964,10,55,12,4493,4426,0,55,12,4263,215,9887,5409,213,298,341,240,1136,4,1,2012,8,1,265,1,0,0,0,0,455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,71,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,PARVA,34155,2,FINAL,UAT,CL,CL_CE,"2024-06-28 10:10:52",1961,1931,0,1,29,1249,1219,0,1,29,1199,50,2154,905,59,83,95,109,671,6,0,183,1,1,218,2,0,0,0,0,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"PETRU RAREŞ",34173,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:04:34",2848,2781,3,24,40,1614,1550,0,24,40,1504,102,3102,1496,75,105,120,105,199,1,1,539,5,0,170,1,1,56,0,0,0,0,0,179,1,1,45,0,0,112,1,0,0,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"POIANA ILVEI",179720,1,FINAL,UAT,CL,CL_CE,"2024-06-10 04:57:24",1197,1152,0,0,45,834,789,0,0,45,816,18,1319,485,40,57,65,90,473,5,0,102,1,0,131,1,1,0,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"PRUNDU BÂRGĂULUI",34235,2,FINAL,UAT,CL,CL_CE,"2024-06-28 12:27:02",5227,5184,6,17,20,2837,2800,0,17,20,2781,46,5709,2882,139,194,222,174,2228,12,1,191,1,0,204,1,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,REBRA,34262,2,FINAL,UAT,CL,CL_CE,"2024-06-27 15:38:26",2156,2099,2,25,30,1291,1238,0,25,28,1244,47,2300,1009,62,87,99,109,272,2,0,454,4,0,305,2,1,0,0,0,0,0,0,0,0,0,170,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,REBRIŞOARA,34280,2,FINAL,UAT,CL,CL_CE,"2024-06-28 10:17:44",3752,3675,2,20,55,2350,2274,1,20,55,2275,75,4100,1750,113,159,182,175,1138,6,1,935,5,0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,RODNA,34333,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:23:40",4897,4807,5,21,64,3049,2963,1,21,64,2930,119,5356,2307,146,205,234,171,1512,8,1,0,0,0,272,1,0,0,0,0,788,4,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,ROMULI,34360,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:55:37",1445,1384,0,8,53,1040,979,0,8,53,1021,19,1500,460,51,71,81,90,516,5,1,237,2,1,139,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"RUNCU SALVEI",179944,2,FINAL,UAT,CL,CL_CE,"2024-06-28 10:31:50",1016,981,0,7,28,824,789,0,7,28,802,22,1100,276,40,56,64,89,402,4,1,400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,SALVA,34397,2,FINAL,UAT,CL,CL_CE,"2024-06-28 10:41:05",2337,2176,1,91,69,1746,1585,1,91,69,1696,42,2400,654,84,118,135,146,527,3,1,837,5,1,160,1,0,0,0,0,0,0,0,0,0,0,73,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"SÂNMIHAIU DE CÂMPIE",34477,2,FINAL,UAT,CL,CL_CE,"2024-06-28 10:45:56",1157,1032,0,90,35,877,752,0,90,35,822,29,1118,267,41,57,65,89,528,5,1,231,2,1,49,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,ŞANŢ,34618,2,FINAL,UAT,CL,CL_CE,"2024-06-27 15:45:44",2686,2617,0,25,44,2035,1966,0,25,44,1972,63,2900,865,98,138,157,151,528,3,0,810,5,0,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,1,0,0,0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,1,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,ŞIEU,34645,2,FINAL,UAT,CL,CL_CE,"2024-06-28 11:08:56",2315,2281,2,14,18,1390,1358,0,14,18,1325,65,2539,1149,66,92,106,120,850,7,0,258,2,0,126,1,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,ŞIEU-MĂGHERUŞ,34690,2,FINAL,UAT,CL,CL_CE,"2024-06-28 11:24:13",3696,3658,2,23,13,1896,1861,0,23,12,1819,77,4083,2187,90,127,145,138,296,2,0,1166,8,0,208,1,1,0,0,0,0,0,0,0,0,0,129,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,ŞIEU-ODORHEI,34770,2,FINAL,UAT,CL,CL_CE,"2024-06-17 10:25:51",1851,1793,3,35,20,1205,1150,0,35,20,1165,40,2025,820,58,81,93,105,410,3,1,171,1,0,201,1,1,0,0,0,0,0,0,123,1,0,89,0,1,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,ŞIEUŢ,34850,2,FINAL,UAT,CL,CL_CE,"2024-06-27 15:02:26",2034,1949,2,29,54,1554,1470,1,29,54,1490,63,2200,647,74,104,119,126,546,4,0,242,1,1,197,1,1,41,0,0,0,0,0,0,0,0,274,2,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"SILIVAŞU DE CÂMPIE",34422,2,FINAL,UAT,CL,CL_CE,"2024-06-28 10:50:30",741,696,0,19,26,553,508,0,19,26,524,29,783,230,26,36,41,54,154,2,1,81,1,0,83,1,1,0,0,0,0,0,0,0,0,0,22,0,0,53,0,1,0,0,0,40,0,0,1,0,0,0,0,0,0,75,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,ŞINTEREAG,34903,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:31:08",2895,2814,5,27,49,1776,1699,1,27,49,1714,62,3158,1382,85,119,137,130,867,6,1,389,2,1,0,0,0,17,0,0,246,1,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,SPERMEZEU,34547,2,FINAL,UAT,CL,CL_CE,"2024-06-28 11:02:15",2817,2754,0,22,41,1698,1635,0,22,41,1644,54,3184,1486,82,115,131,126,442,3,1,1067,8,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,TÂRLIŞUA,35152,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:18:32",2710,2558,1,38,113,1804,1653,0,38,113,1763,41,2880,1076,88,123,141,130,1200,9,0,493,3,1,32,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,TEACA,34985,2,FINAL,UAT,CL,CL_CE,"2024-06-28 11:30:15",4375,4307,2,42,24,2358,2292,0,42,24,2212,146,4750,2392,110,154,176,147,848,5,1,515,3,0,214,1,0,0,0,0,0,0,0,120,0,0,231,1,1,279,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,TELCIU,35054,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:07:46",4805,4721,8,34,42,2583,2503,4,34,42,2419,143,5250,2666,120,169,193,147,401,2,1,607,4,0,463,3,0,0,0,0,744,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0
6,BISTRIŢA-NĂSĂUD,"TIHA BÂRGĂULUI",35090,2,FINAL,UAT,CL,CL_CE,"2024-06-27 14:44:35",5215,5158,6,31,20,2558,2508,0,31,19,2440,118,5745,3187,122,170,195,158,1564,9,1,521,3,0,298,1,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,URIU,35269,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:34:36",3165,3027,2,67,69,1980,1844,0,67,69,1927,53,3339,1359,96,134,154,141,512,3,1,1052,7,0,97,0,1,0,0,0,87,0,0,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,URMENIŞ,35312,2,FINAL,UAT,CL,CL_CE,"2024-06-27 15:55:50",1410,1390,0,20,0,867,847,0,20,0,799,68,1537,670,39,55,63,68,186,2,1,399,5,1,41,0,1,0,0,0,51,0,0,47,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,ZAGRA,35429,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:42:42",2656,2571,0,21,64,1642,1557,0,21,64,1620,22,2880,1238,81,113,129,119,1234,10,0,317,2,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
