precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOBRESCU LOREDANA-IONELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRĂCEA MARIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","CĂRĂŢEANU MARIAN-FORȚA DREPTEI-voturi","VASILE ROMEO-MIHĂIŢĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","PANĂ GABRIEL-MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"CĂMINUL CULTURAL FRĂTEŞTI",120,FRĂTEŞTI,102909,2,PART,PRCNCT,P,P_SV,"2024-06-11 19:44:40",1367,1286,2,41,38,875,796,0,41,38,848,27,1457,582,13,17,4,239,575
19,GIURGIU,"CĂMINUL CULTURAL REMUŞ",124,FRĂTEŞTI,102909,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:54",1769,1632,6,91,40,1148,1017,0,91,40,1115,33,1791,643,25,16,72,44,958
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 3 CETATEA",122,FRĂTEŞTI,102909,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:46",439,391,1,24,23,247,200,0,24,23,243,3,425,178,12,3,9,26,193
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 4 CETATEA (BĂLĂNOAIA)",123,FRĂTEŞTI,102909,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:25",248,220,0,21,7,154,126,0,21,7,146,8,238,84,7,1,3,15,120
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 LUNCA FRĂTEŞTI",121,FRĂTEŞTI,102909,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:37",624,602,1,12,9,396,375,0,12,9,391,5,669,273,5,5,8,144,229
