precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROMCESCU CRISTIAN-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DRAGU OCTAVIAN-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
40,VÂLCEA,"CASA DE CULTURĂ SLĂTIOARA",369,SLĂTIOARA,173061,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:59:58",780,765,0,10,5,561,546,0,10,5,541,20,900,339,297,244
40,VÂLCEA,"GRĂDINIŢA CUMPENE",370,SLĂTIOARA,173061,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:09",403,395,1,7,0,240,233,0,7,0,227,13,500,260,121,106
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII MILOSTEA",372,SLĂTIOARA,173061,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:14",643,627,0,15,1,389,373,0,15,1,373,16,640,251,230,143
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII RUGETU",373,SLĂTIOARA,173061,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:06",522,515,0,3,4,341,334,0,3,4,330,11,540,199,248,82
40,VÂLCEA,"ŞCOALA GENERALĂ GORUNEȘTI",371,SLĂTIOARA,173061,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:29",356,350,1,4,1,225,219,1,4,1,220,5,400,175,103,117
