precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GOGA OANA-RALUCA-PARTIDUL SOCIAL DEMOCRAT-voturi","ANTAL ŞTEFAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MOROŞAN MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi","RUS-HERDEA IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","KUDOR CSABA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MATIŞ HOREA-DORIN-voturi"
13,CLUJ,"CAMIN CULTURAL",290,"ORAŞ HUEDIN",55446,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:04:17",253,246,0,6,1,133,126,0,6,1,131,2,272,139,5,60,24,3,38,1
13,CLUJ,"CASA DE COPII",286,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:09:12",1538,1520,1,10,7,882,865,0,10,7,869,13,1712,830,148,130,297,34,198,62
13,CLUJ,"FOSTA CASĂ PAROHIALĂ",289,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:51",353,343,0,9,1,101,91,0,9,1,78,23,373,272,23,3,29,5,15,3
13,CLUJ,"LICEUL TEHNOLOGIC VLADEASA",285,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:27",1512,1479,0,9,24,672,639,0,9,24,639,33,1630,958,92,183,162,29,156,17
13,CLUJ,"LICEUL TEORETIC OCTAVIAN GOGA",288,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:24",1320,1306,0,12,2,715,701,0,12,2,710,5,1440,725,89,104,200,20,246,51
13,CLUJ,"PRIMARIA ORAS HUEDIN",287,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:51:16",1414,1395,5,9,5,689,674,1,9,5,628,61,1545,856,95,99,206,20,182,26
13,CLUJ,"SCOALA NOUA CU 16 SALI DE CLASA",284,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:17",1004,989,1,10,4,580,566,0,10,4,571,9,1124,544,81,94,188,39,134,35
