precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAMIAN ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","GOGOŞEANU VICTOR-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","UDREA MARIAN-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
30,OLT,"CĂMINUL CULTURAL STOENEŞTI",315,STOENEŞTI,129095,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:04:43",1001,939,0,25,37,586,524,0,25,37,561,25,1030,444,442,34,85
30,OLT,"ŞCOALA GIMNAZIALĂ DIDU",316,STOENEŞTI,129095,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:32:54",879,831,0,22,26,501,453,0,22,26,484,17,914,413,365,57,62
